"","intra","inter1","inter2"
"1",-0.00940823462206546,0.0189597593697607,-0.0098175377824679
"2",-0.00390537045281821,0.0170401849044228,-0.101905690870948
"4",0.0800594649471171,0.0973053258454843,0.122587730053712
"5",0.108159158004379,0.164667272826806,0.140210398154298
