"","intra","inter1","inter2"
"1",0.0363853139545934,0.051384416751179,0.0421131302832759
"2",0.173345080114707,0.159091495885986,0.169023059209399
"4",0.0835377712044125,0.0426726964345602,0.0662921425328258
"5",0.155143055355504,0.135287135301478,0.119203245575863
