"","intra","inter1","inter2"
"1",0.0632842437517039,0.0705139356028398,0.0636858226241887
"2",0.230694853143272,0.208088611331711,0.223777252876262
"4",0.11458548680388,0.103477887105386,0.120448283346385
"5",0.208438088546775,0.182248620477723,0.177868112506702
