"","species","lambda","lower_error","upper error","sigma","convergence_code"
"1",1,1.5,-0.46,3.46,1,5.88552326210089
"2",1,1.5,-0.46,3.46,1,9.4932430705884
"3",2,4,-1.54371716450253,9.54371716450253,2.82842712474619,34.1017557214682
"4",2,4,-1.54371716450253,9.54371716450253,2.82842712474619,34.834943596335
"5",4,2.875,-0.343477901120342,6.09347790112034,1.64208056179609,36.5517404794619
"6",4,2.875,-0.343477901120342,6.09347790112034,1.64208056179609,37.104950765538
"7",5,5,-8.36541806304614,18.3654180630461,6.81909084849293,31.7184079002145
"8",5,5,-8.36541806304614,18.3654180630461,6.81909084849293,32.8890038687349
