"","species","lambda","lower_error","upper error","sigma","convergence_code"
"1",1,3.2,-0.698161389966073,7.09816138996607,1.98885785202351,24.9719292954508
"2",1,3.2,-0.698161389966073,7.09816138996607,1.98885785202351,33.2904114283631
"3",4,10.3333333333333,-3.39599682755458,24.0626634942213,7.0047602861673,37.287637965875
"4",5,10.375,-3.52136643155325,24.2713664315533,7.08998287324145,48.2854925003444
