"","intra","inter1","inter2"
"1",0.0619932040445104,0.0846204806388348,0.0924925854565263
"2",0.00386287089336327,-0.00718200004555436,-0.0106699533115628
"4",0.137171354377368,0.143791215844945,0.113827986128674
"5",0.0887937148901101,0.0972911113305307,0.0870986291575471
