"","intra","inter1","inter2"
"1",0.096437004207203,0.125371640509834,0.128482807390426
"2",0.0415270847024764,0.0354248063636305,0.0288871965071856
"4",0.193447214804407,0.205954244483712,0.169356396862837
"5",0.138040028203247,0.148454571383045,0.138508043380012
