"","species","lambda","lower_error","upper error","sigma","convergence_code"
"1",1,3.375,-0.0898232278140831,6.83982322781408,1.76776695296637,34.4324734791857
"2",1,3.375,-0.0898232278140831,6.83982322781408,1.76776695296637,30.9682821327702
"3",2,2.14285714285714,-0.941382363623074,5.22709664933736,1.57359158493889,26.5905704933217
"4",2,2.14285714285714,-0.941382363623074,5.22709664933736,1.57359158493889,30.2198951280277
"5",4,7.75,-0.549060187756201,16.0490601877562,4.23421438150827,38.728778549752
"6",4,7.75,-0.549060187756201,16.0490601877562,4.23421438150827,30.7543278392276
"7",5,8.5,-1.1574070594084,18.1574070594084,4.92724849969816,33.7224393322487
"8",5,8.5,-1.1574070594084,18.1574070594084,4.92724849969816,28.7665025935912
