"","species","lambda","lower_error","upper error","sigma","convergence_code"
"1",1,1,0.9804,1.0196,0.01,6.31504534679889
"2",1,1,0.9804,1.0196,0.01,16.5538281905315
"3",4,1.5,0.114070708874367,2.88592929112563,0.707106781186548,28.9736940927155
"4",5,3,0.599500052072486,5.40049994792751,1.22474487139159,34.4050891806723
