"","intra","inter1","inter2"
"1",0.00948638415748289,0.0322548978995181,0.020540437942363
"2",0.115995307086141,0.110094380440262,0.114268865542536
"4",0.0524900556049446,-0.018132494236266,0.0121360017192668
"5",0.101848022164232,0.0883256501252341,0.0605383786450244
