"","intra","inter1","inter2"
"1",0.111375731508806,0.111065738177749,0.103556873344259
"2",0.134154669299773,0.130558347075434,0.105269901153545
"4",0.152747231792979,0.220144985125724,0.145833362614766
"5",0.229050532259961,0.194883412506966,0.179509005034441
