"","intra","inter1","inter2"
"1",-0.0269922580460885,-0.0436025180165638,-0.0475547632273453
"2",-0.0567234454121536,-0.0478176105380456,-0.0537540417229836
"4",0.0292062984629265,0.0559195346377975,-0.0194228427135443
"5",0.0364246828438149,0.0335922825530122,-0.00639862207863503
