"","Tu_Regime","Te_Regime","Environment","Tu_lambda","Te_lambda","Tu_intra","Te_intra","Tu_inter","Te_inter","ND","FD","Feasibility","ND_L","FD_L","Feasibility_L","ND_U","FD_U","Feasibility_U","a21_a11","a22_a12","a21_a11_lower","a22_a12_lower","a21_a11_upper","a22_a12_upper","Tu_lambda_lower","Te_lambda_lower","Tu_lambda_upper","Te_lambda_upper","min_a21_a11","min_a22_a12","max_a21_a11","max_a22_a12","distanceTu","distanceTe","distanceTu_lower","distanceTu_upper","distanceTe_lower","distanceTe_upper"
"V1","SR1","SR4","N",3.0530497298963,8.17754786456509,0.0598940832312097,0.0794727450572991,0.0735044172845612,0.142665083331391,-0.653386649845742,6.14844513791898,0,-0.620519846316281,5.85746048608426,0,-0.678793573986043,6.40440505527511,0,2.38195620727109,1.08119685854569,2.49355562623803,1.05687452063352,2.30317738190231,1.09799858202461,2.88249320215058,7.54085471987003,3.22360625764203,8.81424100926015,2.30317738190231,1.05687452063352,2.49355562623803,1.09799858202461,-0.0401582651085401,-0.389084181031153,-0.0240779780895157,-0.0523035210574809,-0.400435006399648,-0.381402324334201
"V2","SR2","SR4","N",2.77909267954993,8.17754786456509,0.0384434024238385,0.0794727450572991,0.0585972993988387,0.109942316078647,-0.720506308216997,4.53384489051962,0,-0.69868562892857,3.51209489970152,1,-0.736210449889611,5.2448879442777,0,2.85984874248468,1.35625269206304,3.23727351293283,1.41875661409555,2.64993128333828,1.31765414418259,2.61829140924834,7.54085471987003,2.93989394985152,8.81424100926015,2.64993128333828,1.31765414418259,3.23727351293283,1.41875661409555,-0.00878087565012148,-0.30774120880705,0.0279953439055382,-0.0332464531047871,0.286369699856764,-0.321589462716986
"V3","SR1","SR5","N",3.0530497298963,7.05185690957634,0.0598940832312097,0.0940761069998046,0.0636900292358831,0.12659563544533,-1.01080954710447,3.14949402797337,0,-1.04287312389043,2.40540207621216,0,-0.989716861517076,3.71790315164055,0,2.11365845532073,1.4770931671484,2.19712692630827,1.56208534098277,2.05473746665795,1.41932980288132,2.88249320215058,6.55457718144939,3.22360625764203,7.54913663770328,2.05473746665795,1.41932980288132,2.19712692630827,1.56208534098277,-0.033328985713038,-0.186547176527099,-0.0185411148974402,-0.0443562091095721,-0.16085482904077,-0.205199524157213
"V4","SR2","SR5","N",2.77909267954993,7.05185690957634,0.0384434024238385,0.0940761069998046,0.0302595553368648,0.121449810511819,-2.52960825598798,1.90582004637786,0,-1.41794878860775,4.28568818264234,0,-1.50077238037111,0.195587575469817,1,3.15918474574219,3.10897189177109,3.75239615598982,4.92201439918602,2.82925030124887,2.43740681364118,2.61829140924834,6.55457718144939,2.93989394985152,7.54913663770328,2.82925030124887,2.43740681364118,3.75239615598982,4.92201439918602,-0.0688456355473525,-0.0642057034918653,-0.114961023280077,0.0356589599227328,-0.17496376406901,0.0139257180046067
"V5","SR1","SR4","Cd",1.22493518845492,1.99321583495259,0.00804634993162191,0.0235703651045288,0.0129065511211262,0.00945671158592942,-0.886459681129798,1.48785209229606,1,0.107672694356354,24.5849849057217,1,-1.64649533035406,0.565845374712758,0,1.17527968163115,1.82623265373717,-1.14853878812416,2.28542592514431,1.80993686151084,1.66743785278143,1.1900437089522,1.89536736628158,1.25982666795765,2.09106430362359,1.14853878812416,1.66743785278143,1.80993686151084,2.28542592514431,0.153942888428328,0.0500712172553198,1.87416846026386,-0.0462862393524353,0.138594220179479,-0.0108355612606152
"V6","SR2","SR4","Cd",1.41987634408708,1.99321583495259,0.0125698399483651,0.0235703651045288,0.01761116708565,0.0120144804185383,-0.975242742506704,3.03288446622209,0,-0.0450535579123346,16.8777869372622,1,-1.33068706101361,1.35521346732087,0,0.955818090595574,1.33837609909081,-0.36576816198223,1.80705792674828,1.38681226490291,1.19185873980057,1.36545584023629,1.89536736628158,1.47429684793786,2.09106430362359,0.36576816198223,1.19185873980057,1.38681226490291,1.80705792674828,-0.189014745727727,-0.0227205333449387,1.30247930376872,-0.00576317069741121,0.113530692069181,-0.0791186933939994
"V7","SR1","SR5","Cd",1.22493518845492,2.30788541948912,0.00804634993162191,0.042651515566991,0.000892816097548308,0.0521895952984687,-1.07541055137644,11.4878623129799,0,-0.765227909535519,15.6853760950255,0,-1.56990269680588,8.75967475784012,0,6.48612050705938,47.771893544609,11.482377970171,-5.40829910599965,5.12159452847668,6.59259747997476,1.1900437089522,2.18074260310838,1.25982666795765,2.43502823586985,5.12159452847668,5.40829910599965,11.482377970171,6.59259747997476,-0.334981463569188,-0.467022621939892,-0.401081587898771,-0.295126637410301,-0.670788432131881,-0.337414640763454
"V8","SR2","SR5","Cd",1.41987634408708,2.30788541948912,0.0125698399483651,0.042651515566991,0.0110392537951508,0.00688257586229943,-0.284125442597296,3.15158253807052,1,0.183084768559096,18.656837024143,1,-0.651743534753176,0.682277549277403,1,0.547546817666092,3.86362306351961,-1.10912731293509,74.3719872003902,1.08781946171188,2.4113993031302,1.36545584023629,2.18074260310838,1.47429684793786,2.43502823586985,1.08781946171188,2.4113993031302,1.10912731293509,74.3719872003902,0.518296937258293,0.29827496950753,1.85634732759576,0.191818607092514,0.538096458171482,0.158429939890167
