"","Tu_Regime","Te_Regime","Replicate","Environment","Tu_lambda","Te_lambda","Tu_intra","Te_intra","Tu_inter","Te_inter","ND","FD","Feasibility","ND_L","FD_L","Feasibility_L","ND_U","FD_U","Feasibility_U","a21_a11","a22_a12","a21_a11_lower","a22_a12_lower","a21_a11_upper","a22_a12_upper","distanceTu","distanceTe","distanceTu_lower","distanceTu_upper","distanceTe_lower","distanceTe_upper"
"V21","SR1","SR5",1,"Cd",1.31545414113706,2.93774935468168,0.0133727361377563,0.0675530117392148,0.0233505230984207,0.0599708427204093,-1.14147885970605,4.15112206044695,0,-0.827359622636059,9.14172157493954,0,-1.32720336557848,1.81122541648022,0,4.48456038484816,2.8929977908625,149.739158667562,4.07871096581899,3.19304708358742,2.52232211222264,-0.201605146054579,-0.0881978443733016,-0.414324864755868,-0.117498363212641,-0.180570217180941,-0.0435520524741128
"V22","SR2","SR5",1,"Cd",1.52192086816902,2.93774935468168,0.0367789132415034,0.0675530117392148,0.0279453809343729,0.040265202665626,-0.654622715857939,2.52739986734241,1,-0.166134395653839,6.67007964264289,1,-1.16470693614049,2.02563731163579,0,1.09479044150191,2.41732298793338,0.321904158984085,5.25966947245189,1.48620817484954,1.89864373721872,0.262190015059162,0.0857442182607845,0.781378617949171,-0.114284966625556,0.290104866604132,-0.00678385852703786
"V23","SR1","SR4",2,"Cd",1.10413583347984,1.31944617536929,0.00109860553775707,-0.014706916093043,-0.00290043609345781,-0.0450607241816424,-0.855491898412335,72.4783654343161,0,-0.535562220831529,79.1196058785341,0,-0.177963792599521,41.0911450666038,0,-41.0162907731551,5.0705878768423,8.59477155545147,1.54816976545421,-1.77610530889301,-0.0153136846611163,-2.4204258586321,-0.502074059052032,-0.580962057920067,-1.93200985044709,-0.123286566845032,-2.25227490632972
"V24","SR1","SR5",2,"Cd",1.10413583347984,1.98310490968237,0.00109860553775707,0.0392024962809579,0.000181131050011805,0.0747097466886043,-2.19250598825606,14.2771018292022,0,-0.596243593928616,26.0606033952288,0,-1.55908965189888,9.41307938817522,0,68.0041599290796,216.431673522584,-6.88211835603739,-1.65962970835333,8.77238155730475,6.32280951894722,-0.493323089101384,-0.503406649146949,-2.48927139667088,-0.394522839757211,-1.05031503535748,-0.351168734753902
"V25","SR1","SR4",3,"Cd",1.12644790892341,2.21089301651552,0.00298958177295695,0.0214112238747167,-0.00984128714445352,0.0688683581450429,-0.520141881444853,19.0492443919638,0,-0.0181947787885751,38.3500855468165,0,-1.71350649332912,9.60680049295245,0,23.0361178837822,-2.17565279423677,-11.6525887597686,0.0211621709957266,10.2548882275436,7.79509507707898,-0.427835090597357,-0.902053048029975,-2.58476661591689,-0.374010813849465,-1.07841936833824,-0.343629022020205
"V26","SR2","SR4",3,"Cd",1.36665763470407,2.21089301651552,0.00999577568924175,0.0214112238747167,0.0199802671349686,-0.0126453176720862,0.0398748281906786,30.312563172122,0,-0.0422180282167284,54.1488269059035,0,-0.797911049349263,8.36629420285244,0,-1.265066170472,1.07161849889603,30.8218972783905,-0.17984621476425,0.705365079613035,1.17211744196435,-1.91903185546662,-0.197184272822599,-0.521223286573947,-0.402822330448999,-1.94650872718481,-0.152667537886672
"V27","SR1","SR5",3,"Cd",1.12644790892341,1.9285647142429,0.00298958177295695,0.0270742565619218,-0.0102172102624573,0.0547531544573077,-0.577653191073122,19.5318192194617,0,-0.178262273299666,34.173744121809,0,-1.56287745032375,11.6902603306695,0,18.3146535587659,-2.64986780798718,-8.64255934597396,-0.43894944855972,8.38213192952098,13.1738693045999,-0.474089015903667,-0.889489201231997,-2.49776249798051,-0.409895762303227,-1.68580588647739,-0.452873388745204
"V28","SR2","SR5",3,"Cd",1.36665763470407,1.9285647142429,0.00999577568924175,0.0270742565619218,0.0176961104175149,0.00434393862070574,-0.431249134128426,7.25867613232994,1,0.266462463329633,32.2536776114582,1,-2.04054079901882,1.04717582878782,0,0.434577441086541,1.52995522310512,14.8970524987532,3.15010059317029,1.32270488426509,1.3628071154067,0.544340593093932,0.0375894017135952,0.549474138101074,-0.0308459961090264,0.309112691981249,-0.0165379912813726
"V29","SR1","SR4",4,"Cd",1.24266686008474,1.89140591589489,0.00633969827019278,0.00707853128178447,0.0116091183398939,-0.0333699083472616,0.0895726485726491,40.3150820441918,0,-1.38829500050591,75.9941561784791,0,-0.10957054259852,23.2138437642704,0,-5.2636429882091,0.609738920264049,12.7741515248982,6.97659864198039,-0.44183521095103,1.03892977768244,-2.37256233708871,-0.44196134244246,-0.503161511518548,-1.40555443317783,-0.438918650090233,-0.185021971815595
"V30","SR2","SR4",4,"Cd",1.21813625901475,1.89140591589489,0.00103731667601249,0.00707853128178447,-0.00406449975834212,0.0335638467439232,-0.454078889996383,23.4150958068121,0,-0.0220154216802931,57.011795549473,0,-0.994638765999263,7.79701008302017,0,32.3564129644042,-1.74155042505692,-1.30445308318484,0.650036572635277,4.78668173424199,2.617109107873,-0.541276260660935,-1.09340580533422,-1.91537669155373,-0.366221329975126,-0.422223195865422,-0.207190578540717
"V31","SR1","SR5",4,"Cd",1.24266686008474,2.53443992233765,0.00633969827019278,0.046426741269328,0.0191360978661862,0.0738241728670475,-0.711399895920579,6.2324721065727,0,-0.773932871192279,12.4387443236489,0,-0.742388992464072,3.53308618143042,1,11.6447454942998,2.42613418858841,-10.802889215988,5.75480379028793,5.64411279231052,2.02027170460491,-0.37020191933554,-0.0649067158580646,-2.59342048147981,0.280511395113582,-0.283817490587393,0.00375851001623874
"V32","SR2","SR5",4,"Cd",1.21813625901475,2.53443992233765,0.00103731667601249,0.046426741269328,-0.0207539185023972,0.0120270594212538,-0.491615117908105,17.6243354003679,0,-0.0238374321634097,65.8983777339938,0,-0.851524933055667,7.3777871216105,0,11.5943951344604,-2.23701086924695,1.5826817803558,-0.520112850453511,3.39436112654573,15.2691993212601,-0.361998912969648,-0.8684118118792,-0.115467535506181,-0.161533487083385,-1.53922277827557,-0.382636644246213
"V33","SR1","SR4",5,"Cd",1.34785599691607,1.90581005594221,0.0142606541180396,0.0343178419579585,0.0320437856209504,0.00579925126737724,-0.559213896730351,10.0922824747765,0,0.1464745362213,37.7183028683948,0,-2.15375995425803,3.36010794585801,0,0.406660958142252,1.07096715612531,-10.0132076069989,0.894218748572545,1.11627418739605,1.14134557707904,-0.568995635695525,-0.135578597209166,-2.42648926838926,-0.114945144225158,-0.225619153597043,-0.103920618307843
"V34","SR2","SR4",5,"Cd",1.60288667883549,1.90581005594221,0.00227561300895424,0.0343178419579585,0.0351774170270226,0.0184102297550433,-0.366954935910232,6.8440515515172,1,0.267444702671117,43.2038294922101,0,-0.517962807965576,2.64010884775408,1,8.09022873511509,0.975564576887388,0.807215767594095,1.29414427113022,2.67228003593634,0.90598719593864,0.576294595501048,0.0984896605002393,-0.192394284504951,0.341196816560304,-0.0413980511314152,0.135406509766655
"V35","SR1","SR5",5,"Cd",1.34785599691607,2.51447897890933,0.0142606541180396,0.0467984154919517,-0.028554709801941,0.0183082461307423,-0.113473126001429,12.4650752291384,1,0.152471657073547,76.7700725832472,0,-0.412853852368792,8.12825330473478,1,1.28382933764465,-1.63890355799626,-6.73944549489828,-0.56379251724766,1.83022989226953,-9.30582126408776,0.169693716763352,1.03992013379236,-2.50222669492342,0.00799868623634735,-1.54948613789794,0.599109410155255
"V36","SR2","SR5",5,"Cd",1.60288667883549,2.51447897890933,0.00227561300895424,0.0467984154919517,0.0202906542464294,0.00654513068826324,-1.32393413989637,5.6050120490938,0,0.203607328483878,56.2019897646137,0,-1.04552558638822,0.873581812920948,1,2.8762055158364,2.30640249070268,1.78486061556679,-8.2522340733496,2.06433675916388,1.48531802549134,-0.232904357025501,-0.158399302457062,-0.0568189411697832,0.11640739203732,-0.688102465367011,0.0250397870481798
