"","Tu_Regime","Te_Regime","Environment","Tu_lambda","Te_lambda","Tu_intra","Te_intra","Tu_inter","Te_inter"
"1","SR1","SR4","N",2.31385217007346,4.89758770078283,0.0169851568531518,-0.00575964859297731,0.0266262022742769,0.0645776579353405
"2","SR2","SR4","N",2.36267583207939,4.89758770078283,0.0130340362253921,-0.00575964859297731,0.026928714867471,0.0276089981861165
"3","SR1","SR5","N",2.31385217007346,3.920396055021,0.0169851568531518,-0.0146728897053324,0.0175575466393177,0.0493752184207778
"4","SR2","SR5","N",2.36267583207939,3.920396055021,0.0130340362253921,-0.0146728897053324,-0.000768961603993029,0.0397797177966676
"5","SR1","SR4","Cd",1.18030111973298,1.68997916704339,0.00449378691400434,-1.33088692943033e-05,0.0048667651214646,-0.0217073263720808
"6","SR2","SR4","Cd",1.34083398714539,1.68997916704339,0.00522922307699295,-1.33088692943033e-05,0.00570285246207546,-0.0185122679177996
"7","SR1","SR5","Cd",1.18030111973298,2.03022702836393,0.00449378691400434,0.0218177986183162,-0.00812607817023635,0.0257221187507855
"8","SR2","SR5","Cd",1.34083398714539,2.03022702836393,0.00522922307699295,0.0218177986183162,-0.00286385198753244,-0.0213915728548727
