"","Tu_Regime","Te_Regime","Replicate","Environment","Tu_lambda","Te_lambda","Tu_intra","Te_intra","Tu_inter","Te_inter"
"1","SR1","SR4",1,"N",1.34146008154,1.74104818654481,-0.0300188836964988,-0.137015867804322,0.0399985725365255,0.0873381942593502
"2","SR2","SR4",1,"N",1.20398081693647,1.74104818654481,-0.093639116752509,-0.137015867804322,0.0294556113910515,0.0814669317107392
"3","SR1","SR5",1,"N",1.34146008154,2.1256022025269,-0.0300188836964988,-0.0930568650056922,0.066891567198196,0.103976446452867
"4","SR2","SR5",1,"N",1.20398081693647,2.1256022025269,-0.093639116752509,-0.0930568650056922,0.0412318213185588,0.144168264652472
"5","SR1","SR4",2,"N",1.2676099045998,3.45633416281208,-0.0758535536316555,-0.0376023048985052,0.0398614835833258,0.224325321302375
"7","SR1","SR5",2,"N",1.2676099045998,3.17883658052654,-0.0758535536316555,-0.0177050700134079,0.035197925294458,0.167745835101755
"9","SR1","SR4",3,"N",1.58804442781729,2.17190545807041,-0.0276613349058751,-0.154130379486705,0.0773899170477971,0.10991698799666
"10","SR2","SR4",3,"N",1.65236252291463,2.17190545807041,-0.062784830225358,-0.154130379486705,0.0793835483162044,0.100235744528565
"11","SR1","SR5",3,"N",1.58804442781729,1.34595505318002,-0.0276613349058751,-0.124267627169342,0.0691121829318479,0.0588497231362853
"12","SR2","SR5",3,"N",1.65236252291463,1.34595505318002,-0.062784830225358,-0.124267627169342,0.0266399362718144,0.0496799958601917
"13","SR1","SR4",4,"N",1.69456438299975,1.73868946873124,-0.0142876628928252,-0.11957799054916,0.0876458177589022,0.0735336644684332
"14","SR2","SR4",4,"N",1.88321746356308,1.73868946873124,0.00531651386192697,-0.11957799054916,0.102459275092203,0.0755473534753408
"15","SR1","SR5",4,"N",1.69456438299975,1.82093255844406,-0.0142876628928252,-0.151584661066279,0.0839262072416824,0.105447441273282
"16","SR2","SR5",4,"N",1.88321746356308,1.82093255844406,0.00531651386192697,-0.151584661066279,0.0973099017416069,0.0775285485989792
"17","SR1","SR4",5,"N",1.54076245756093,1.77495280811951,-0.102803333431083,-0.133024232066113,0.0584917821549007,0.0924156514234015
"18","SR2","SR4",5,"N",1.3444414217831,1.77495280811951,-0.0490373373271422,-0.133024232066113,0.0507723286634102,0.0922412332963894
"19","SR1","SR5",5,"N",1.54076245756093,1.52728829749831,-0.102803333431083,-0.094489621496119,0.0572937367521647,0.114073999613559
"20","SR2","SR5",5,"N",1.3444414217831,1.52728829749831,-0.0490373373271422,-0.094489621496119,0.0409578192180802,0.0869094662443741
"110","SR1","SR4",1,"Cd",1.25231245337986,2.00852156303917,-0.0110170587975086,-0.00156255382012974,0.0241904032744823,-0.0442914763902755
"21","SR2","SR4",1,"Cd",1.46818868493197,2.00852156303917,0.0339207756176936,-0.00156255382012974,0.0124129132449543,-0.00514922430905275
"31","SR1","SR5",1,"Cd",1.25231245337986,2.14979731770369,-0.0110170587975086,0.0223802031455116,0.00732612070737443,0.0085361616612125
"41","SR2","SR5",1,"Cd",1.46818868493197,2.14979731770369,0.0339207756176936,0.0223802031455116,0.0203171654668921,-0.0165454738778677
"51","SR1","SR4",2,"Cd",1.02055043089224,1.17617054468719,-0.0147137992364101,-0.0307822490789778,-0.0252627357368197,-0.0681717237316684
"71","SR1","SR5",2,"Cd",1.02055043089224,1.228762394554,-0.0147137992364101,-0.0198293443302951,-0.0086017414089178,0.0342535612261794
"91","SR1","SR4",3,"Cd",1.0475862234976,1.77153134762409,0.00403460442365216,0.00218930507885615,-0.0235524824180342,0.0515093102604646
"101","SR2","SR4",3,"Cd",1.43413631504377,1.77153134762409,0.0133961016746624,0.00218930507885615,0.0137502403989137,-0.0801131411877385
"111","SR1","SR5",3,"Cd",1.0475862234976,1.55418331023559,0.00403460442365216,0.000288774747971482,-0.0290351882005176,0.0331226845235377
"121","SR2","SR5",3,"Cd",1.43413631504377,1.55418331023559,0.0133961016746624,0.000288774747971482,0.0115658343762951,-0.0385662855047628
"131","SR1","SR4",4,"Cd",1.16058265272165,1.57008242607142,0.0024882027915915,-0.0195341613599817,0.00237388645380242,-0.0864421986715994
"141","SR2","SR4",4,"Cd",1.15414100731703,1.57008242607142,-0.0127848564159331,-0.0195341613599817,-0.0213615295148287,-0.000380001039669276
"151","SR1","SR5",4,"Cd",1.16058265272165,2.10061940211402,0.0024882027915915,-0.000413305500665082,0.004965785054591,0.0386042710616316
"161","SR2","SR5",4,"Cd",1.15414100731703,2.10061940211402,-0.0127848564159331,-0.000413305500665082,-0.0443327566690012,-0.039547094918395
"171","SR1","SR4",5,"Cd",1.36906317432682,1.71114905414434,0.00993774593405321,0.00673102432527322,0.0177822290718905,-0.0302511684424414
"181","SR2","SR4",5,"Cd",1.29038441451572,1.71114905414434,-0.0300396195791376,0.00673102432527322,-0.040440624112634,-0.047300734079805
"191","SR1","SR5",5,"Cd",1.36906317432682,2.43703169061233,0.00993774593405321,0.0275307731603559,-0.038053794737513,-0.0347750927750864
"201","SR2","SR5",5,"Cd",1.29038441451572,2.43703169061233,-0.0300396195791376,0.0275307731603559,-0.0271559986951336,-0.0389531842099944
