"","intra","inter1","inter2"
"1",0.198849888486035,0.186587624217953,0.189116481137699
"2",0.146725149920169,0.137277867170011,0.128242956950319
"4",0.171286225099926,0.138641754964899,0.190463098103715
"5",0.129758677980137,0.148004921686242,0.0857490730899933
