"","intra","inter1","inter2"
"1",0.0180926428279845,0.0402359112491053,0.0284519179256691
"2",0.0384131728650378,0.0200719681304434,0.0257900947572483
"4",0.0700531398904793,0.000785181361703441,0.0300491659198204
"5",0.0799710281801144,0.0620216623408,0.0357851653081404
