"","intra","inter1","inter2"
"1",0.0171254906448714,0.00422031097619914,0.00639793326412436
"2",0.0122920838301188,0.0133428405218972,0.0132653883862071
"4",0.100126148227726,0.146056160398398,0.0568546086678525
"5",0.0878649416010668,0.12718063599798,0.0633997559452774
