"","intra","inter1","inter2"
"1",0.123158952464546,0.109588168669579,0.114838214512346
"2",0.0942538366532244,0.104830008533499,0.123902695888239
"4",0.151518161637957,0.211667937432066,0.161578585642855
"5",0.141027251931955,0.144414337514062,0.194624303482377
