"","intra","inter1","inter2"
"1",0.112960534695154,0.0963859177256379,0.0915761232912701
"2",0.0622733896782299,0.0520231164518914,0.038013211835141
"4",0.134015637344103,0.166059894314039,0.0982723656209414
"5",0.182184285365811,0.12617973802794,0.114731551317963
