"","intra","inter1","inter2"
"1",0.0239477426043425,0.0530745778845927,0.0253128700070017
"2",0.0475288483035265,0.0742983004260148,-0.0471429035960214
"4",0.0958641378276065,0.112607944581323,0.13947313380462
"5",0.124232261516867,0.178112043190968,0.154761716805096
