"","species","lambda","lower_error","upper error","sigma","convergence_code"
"1",1,4.2,0.301838610033927,8.09816138996607,1.98885785202351,0
"2",1,4.2,0.301838610033927,8.09816138996607,1.98885785202351,0
"3",4,7.88888888888889,-6.95558632731342,22.7333641050912,7.57371184500118,0
"4",5,9.3,-5.6569105544338,24.2569105544338,7.63107681348663,0
