"","intra","inter1","inter2"
"1",0.11497226864222,0.158074496565774,0.120189177600941
"2",0.115635999236502,0.145553235189128,0.0390051025858594
"4",0.191925694334227,0.230956103379939,0.228125436589843
"5",0.189064139711921,0.279854146306851,0.239655380382236
