"","intra","inter1","inter2"
"1",0.0884906167514488,0.104168523518018,0.0383206319425624
"2",0.04665771658877,0.0576506297615181,0.0436719263213021
"4",0.0745096386874639,0.0297149881180149,0.0406637820774886
"5",0.0696165545162316,0.0221960986890256,0.0186147015115264
