Rep,Block1,1st_pair,2nd_pair,Env,Box,SRTu,SRTe,Leaflet,Leaf_2_Up_Tu,Leaf_2_Up_Te,Leaf_2_Down_Tu,Leaf_2_Down_Te,Leaf_3_Up_Tu,Leaf_3_Up_Te,Leaf_3_Down_Tu,Leaf_3_Down_Te,Leaf_4_Up_Tu,Leaf_4_Up_Te,Leaf_4_Down_Tu,Leaf_4_Down_Te,Leaf_5_Up_Tu,Leaf_5_Up_Te,Leaf_5_Down_Tu,Leaf_5_Down_Te,Observations
1,2,2.4,3.5,water,6,Tu1,Te5,1,0,11,1,15,2,5,2,3,4,9,6,8,3,6,3,2,NA
1,2,2.4,3.5,water,6,Tu1,Te5,2,1,4,0,2,0,6,3,8,2,28,7,36,9,6,1,10,NA
1,2,2.4,3.5,water,6,Tu1,Te5,3,2,2,0,5,1,6,0,1,NA,NA,NA,NA,1,12,1,14,NA
1,2,2.4,3.5,water,6,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0,4,NA
1,2,2.4,3.5,water,6,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,4,NA
1,2,2.4,3.5,water,7,Tu1,Te5,1,1,15,1,21,1,8,3,8,1,5,0,2,2,18,0,18,leaf 3 abt dry
1,2,2.4,3.5,water,7,Tu1,Te5,2,2,3,0,30,4,14,1,6,1,1,0,0,8,15,2,9,leaf 3 abt dry
1,2,2.4,3.5,water,7,Tu1,Te5,3,0,7,1,9,NA,NA,NA,NA,2,18,7,26,13,13,1,6,leaf 3 abt dry
1,2,2.4,3.5,water,7,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,24,2,10,leaf 3 abt dry
1,2,2.4,3.5,water,7,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21,1,26,leaf 3 abt dry
1,2,2.4,3.5,water,8,Tu1,Te5,1,14,8,8,0,1,6,4,5,7,10,8,13,5,6,1,3,leaf 2 had the 3 leaflets separated. Leaf 5 was leaf 6
1,2,2.4,3.5,water,8,Tu1,Te5,2,7,14,4,2,14,8,9,6,8,15,3,8,7,4,1,5,leaf 2 had the 3 leaflets separated. Leaf 5 was leaf 6
1,2,2.4,3.5,water,8,Tu1,Te5,3,4,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,22,8,2,9,leaf 2 had the 3 leaflets separated. Leaf 5 was leaf 6
1,2,2.4,3.5,water,8,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,5,2,leaf 2 had the 3 leaflets separated. Leaf 5 was leaf 6
1,2,2.4,3.5,water,8,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,5,leaf 2 had the 3 leaflets separated. Leaf 5 was leaf 6
1,2,2.4,3.5,water,9,Tu1,Te5,1,3,2,2,2,14,3,4,0,1,6,2,5,22,8,6,9,Leaf 4 dry
1,2,2.4,3.5,water,9,Tu1,Te5,2,2,10,2,10,14,8,6,2,0,4,0,4,11,8,2,17,Leaf 4 dry
1,2,2.4,3.5,water,9,Tu1,Te5,3,4,16,3,12,4,1,4,2,0,2,0,1,0,11,4,10,Leaf 4 dry
1,2,2.4,3.5,water,9,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,29,12,16,Leaf 4 dry
1,2,2.4,3.5,water,9,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,11,17,Leaf 4 dry
1,2,2.4,3.5,water,10,Tu1,Te5,1,0,0,1,0,0,2,0,1,1,2,0,7,50,71,19,55,Dry leaves (all of them). Leaf 5 with web
1,2,2.4,3.5,water,10,Tu1,Te5,2,1,1,0,0,0,0,0,0,0,1,0,0,20,13,5,5,Dry leaves (all of them). Leaf 5 with web
1,2,2.4,3.5,water,10,Tu1,Te5,3,0,0,0,1,NA,NA,NA,NA,0,0,0,0,30,9,0,4,Dry leaves (all of them). Leaf 5 with web
1,2,2.4,3.5,water,10,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,7,13,Dry leaves (all of them). Leaf 5 with web
1,2,2.4,3.5,water,10,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20,16,29,Dry leaves (all of them). Leaf 5 with web
1,1,3.5,2.4,water,1,Tu1,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,1,Tu1,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,1,Tu1,Te5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,1,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,1,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,2,Tu1,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,2,Tu1,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,2,Tu1,Te5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,2,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,2,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried
1,1,3.5,2.4,water,3,Tu1,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried. L3 and L5 dried when L2/L4 were added
1,1,3.5,2.4,water,3,Tu1,Te5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,all leaves are dried. L3 and L5 dried when L2/L4 were added
1,1,3.5,2.4,water,3,Tu1,Te5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried. L3 and L5 dried when L2/L4 were added
1,1,3.5,2.4,water,3,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried. L3 and L5 dried when L2/L4 were added
1,1,3.5,2.4,water,3,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried. L3 and L5 dried when L2/L4 were added
1,1,3.5,2.4,water,4,Tu1,Te5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried. L3 dried when L2/L4 were added
1,1,3.5,2.4,water,4,Tu1,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried. L3 dried when L2/L4 were added
1,1,3.5,2.4,water,4,Tu1,Te5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried. L3 dried when L2/L4 were added
1,1,3.5,2.4,water,4,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried. L3 dried when L2/L4 were added
1,1,3.5,2.4,water,4,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried. L3 dried when L2/L4 were added
1,1,3.5,2.4,water,5,Tu1,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried.  L3 and L5 dried when L2/L4 were added. Thrips vestige
1,1,3.5,2.4,water,5,Tu1,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried.  L3 and L5 dried when L2/L4 were added. Thrips vestige
1,1,3.5,2.4,water,5,Tu1,Te5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all leaves are dried.  L3 and L5 dried when L2/L4 were added. Thrips vestige
1,1,3.5,2.4,water,5,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried.  L3 and L5 dried when L2/L4 were added. Thrips vestige
1,1,3.5,2.4,water,5,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,all leaves are dried.  L3 and L5 dried when L2/L4 were added. Thrips vestige
1,2,2.4,3.5,water,6,Tu2,Te4,1,3,0,0,0,2,5,8,8,1,1,0,0,18,10,2,15,Leaf 2 super dry and wilted. L4 dry and…
1,2,2.4,3.5,water,6,Tu2,Te4,2,0,0,0,0,8,7,1,1,0,0,0,0,6,6,3,4,Leaf 2 super dry and wilted. L4 dry and…
1,2,2.4,3.5,water,6,Tu2,Te4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,1,Leaf 2 super dry and wilted. L4 dry and…
1,2,2.4,3.5,water,6,Tu2,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,3,5,Leaf 2 super dry and wilted. L4 dry and…
1,2,2.4,3.5,water,6,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,1,5,Leaf 2 super dry and wilted. L4 dry and…
1,2,2.4,3.5,water,7,Tu2,Te4,1,0,5,1,4,14,8,5,18,0,0,0,0,2,10,2,6,Leaf 2 and 4 wilted and dry. Leaf 4 full of funghi
1,2,2.4,3.5,water,7,Tu2,Te4,2,2,2,4,1,3,17,1,10,0,0,0,0,2,4,0,2,Leaf 2 and 4 wilted and dry. Leaf 4 full of funghi
1,2,2.4,3.5,water,7,Tu2,Te4,3,0,5,1,14,NA,NA,NA,NA,0,0,0,0,14,8,2,4,Leaf 2 and 4 wilted and dry. Leaf 4 full of funghi
1,2,2.4,3.5,water,7,Tu2,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0,8,Leaf 2 and 4 wilted and dry. Leaf 4 full of funghi
1,2,2.4,3.5,water,7,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,4,1,Leaf 2 and 4 wilted and dry. Leaf 4 full of funghi
1,2,2.4,3.5,water,8,Tu2,Te4,1,0,8,1,4,8,7,3,8,11,9,4,16,11,1,6,4,Leaf 5 …
1,2,2.4,3.5,water,8,Tu2,Te4,2,1,11,0,5,8,2,3,1,6,41,3,53,3,3,2,5,Leaf 5 …
1,2,2.4,3.5,water,8,Tu2,Te4,3,0,15,1,7,5,0,4,10,NA,NA,NA,NA,7,9,2,13,Leaf 5 …
1,2,2.4,3.5,water,8,Tu2,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,30,0,22,Leaf 5 …
1,2,2.4,3.5,water,8,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,4,13,Leaf 5 …
1,2,2.4,3.5,water,9,Tu2,Te4,1,1,19,0,32,0,2,0,5,0,31,0,37,3,17,3,9,Lots of mites on the lid. Leaf 3 wilted and yellow
1,2,2.4,3.5,water,9,Tu2,Te4,2,0,14,0,13,0,6,1,5,0,34,0,35,6,8,2,15,Lots of mites on the lid. Leaf 3 wilted and yellow
1,2,2.4,3.5,water,9,Tu2,Te4,3,0,6,0,10,0,4,0,8,NA,NA,NA,NA,3,25,0,12,Lots of mites on the lid. Leaf 3 wilted and yellow
1,2,2.4,3.5,water,9,Tu2,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,2,6,Lots of mites on the lid. Leaf 3 wilted and yellow
1,2,2.4,3.5,water,9,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,1,13,Lots of mites on the lid. Leaf 3 wilted and yellow
1,2,2.4,3.5,water,10,Tu2,Te4,1,0,3,0,5,3,3,0,1,0,0,0,0,13,42,8,11,Leaf 2 completely dry. Leaf 4 wilted and dry
1,2,2.4,3.5,water,10,Tu2,Te4,2,0,19,1,16,1,1,0,3,0,0,0,0,9,17,6,8,Leaf 2 completely dry. Leaf 4 wilted and dry
1,2,2.4,3.5,water,10,Tu2,Te4,3,0,13,0,6,0,0,0,8,0,0,0,0,9,9,6,6,Leaf 2 completely dry. Leaf 4 wilted and dry
1,2,2.4,3.5,water,10,Tu2,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,2,7,Leaf 2 completely dry. Leaf 4 wilted and dry
1,2,2.4,3.5,water,10,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,22,4,25,Leaf 2 completely dry. Leaf 4 wilted and dry
1,1,3.5,2.4,water,1,Tu2,Te4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very super dry leaves, no mites on leaves"
1,1,3.5,2.4,water,1,Tu2,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very super dry leaves, no mites on leaves"
1,1,3.5,2.4,water,1,Tu2,Te4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Very super dry leaves, no mites on leaves"
1,1,3.5,2.4,water,1,Tu2,Te4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Very super dry leaves, no mites on leaves"
1,1,3.5,2.4,water,1,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Very super dry leaves, no mites on leaves"
1,1,3.5,2.4,water,2,Tu2,Te4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves super dry. Mites on walls of the box
1,1,3.5,2.4,water,2,Tu2,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves super dry. Mites on walls of the box
1,1,3.5,2.4,water,2,Tu2,Te4,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,All leaves super dry. Mites on walls of the box
1,1,3.5,2.4,water,2,Tu2,Te4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves super dry. Mites on walls of the box
1,1,3.5,2.4,water,2,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves super dry. Mites on walls of the box
1,1,3.5,2.4,water,3,Tu2,Te4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The same …
1,1,3.5,2.4,water,3,Tu2,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The same …
1,1,3.5,2.4,water,3,Tu2,Te4,3,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,The same …
1,1,3.5,2.4,water,3,Tu2,Te4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,The same …
1,1,3.5,2.4,water,3,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,The same …
1,1,3.5,2.4,water,4,Tu2,Te4,1,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,Leaves super dry
1,1,3.5,2.4,water,4,Tu2,Te4,2,0,0,0,0,0,0,0,0,22,6,4,3,0,0,0,0,Leaves super dry
1,1,3.5,2.4,water,4,Tu2,Te4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Leaves super dry
1,1,3.5,2.4,water,4,Tu2,Te4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Leaves super dry
1,1,3.5,2.4,water,4,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,Leaves super dry
1,1,3.5,2.4,water,5,Tu2,Te4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"All leaves very dry, mites on the walls of the box"
1,1,3.5,2.4,water,5,Tu2,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"All leaves very dry, mites on the walls of the box"
1,1,3.5,2.4,water,5,Tu2,Te4,3,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"All leaves very dry, mites on the walls of the box"
1,1,3.5,2.4,water,5,Tu2,Te4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"All leaves very dry, mites on the walls of the box"
1,1,3.5,2.4,water,5,Tu2,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"All leaves very dry, mites on the walls of the box"
1,2,3.5,2.4,water,6,Tu2,Te5,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,All leaves very dry and withered. In relation with column Leaf2UpTe: on web (…)
1,2,3.5,2.4,water,6,Tu2,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,All leaves very dry and withered. In relation with column Leaf2UpTe: on web (…)
1,2,3.5,2.4,water,6,Tu2,Te5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves very dry and withered. In relation with column Leaf2UpTe: on web (…)
1,2,3.5,2.4,water,6,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves very dry and withered. In relation with column Leaf2UpTe: on web (…)
1,2,3.5,2.4,water,6,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,All leaves very dry and withered. In relation with column Leaf2UpTe: on web (…)
1,2,3.5,2.4,water,7,Tu2,Te5,1,30,23,7,9,2,0,0,0,0,0,0,3,0,4,0,0,"All dry and withered. L3, L4 and L5 extremely dry and withered"
1,2,3.5,2.4,water,7,Tu2,Te5,2,1,40,1,21,0,1,0,0,3,21,0,17,1,5,0,2,"All dry and withered. L3, L4 and L5 extremely dry and withered"
1,2,3.5,2.4,water,7,Tu2,Te5,3,1,12,0,6,NA,NA,NA,NA,4,6,2,16,2,1,0,1,"All dry and withered. L3, L4 and L5 extremely dry and withered"
1,2,3.5,2.4,water,7,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,18,"All dry and withered. L3, L4 and L5 extremely dry and withered"
1,2,3.5,2.4,water,7,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,28,"All dry and withered. L3, L4 and L5 extremely dry and withered"
1,2,3.5,2.4,water,8,Tu2,Te5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,All leaves extremely withered and dry
1,2,3.5,2.4,water,8,Tu2,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All leaves extremely withered and dry
1,2,3.5,2.4,water,8,Tu2,Te5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves extremely withered and dry
1,2,3.5,2.4,water,8,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,All leaves extremely withered and dry
1,2,3.5,2.4,water,8,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves extremely withered and dry
1,2,3.5,2.4,water,9,Tu2,Te5,1,4,9,9,8,0,0,1,8,0,0,0,0,0,24,0,16,"L2, L3 and L4 extremely dry and withered. In relation with columns Leaf2UpTe, Leaf2DownTe, and Leaf5UpTe: on web (…) L5 very dry"
1,2,3.5,2.4,water,9,Tu2,Te5,2,10,92,13,53,0,1,0,1,0,1,0,0,1,48,2,41,"L2, L3 and L4 extremely dry and withered. In relation with columns Leaf2UpTe, Leaf2DownTe, and Leaf5UpTe: on web (…) L5 very dry"
1,2,3.5,2.4,water,9,Tu2,Te5,3,2,26,3,3,3,8,0,0,0,1,0,0,0,42,2,28,"L2, L3 and L4 extremely dry and withered. In relation with columns Leaf2UpTe, Leaf2DownTe, and Leaf5UpTe: on web (…) L5 very dry"
1,2,3.5,2.4,water,9,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,61,1,24,"L2, L3 and L4 extremely dry and withered. In relation with columns Leaf2UpTe, Leaf2DownTe, and Leaf5UpTe: on web (…) L5 very dry"
1,2,3.5,2.4,water,9,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,2,26,"L2, L3 and L4 extremely dry and withered. In relation with columns Leaf2UpTe, Leaf2DownTe, and Leaf5UpTe: on web (…) L5 very dry"
1,2,3.5,2.4,water,10,Tu2,Te5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L2, L3, L4 and L5 dry and withered. L3 and L4 really bad"
1,2,3.5,2.4,water,10,Tu2,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,"L2, L3, L4 and L5 dry and withered. L3 and L4 really bad"
1,2,3.5,2.4,water,10,Tu2,Te5,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"L2, L3, L4 and L5 dry and withered. L3 and L4 really bad"
1,2,3.5,2.4,water,10,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,5,"L2, L3, L4 and L5 dry and withered. L3 and L4 really bad"
1,2,3.5,2.4,water,10,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"L2, L3, L4 and L5 dry and withered. L3 and L4 really bad"
1,1,2.4,3.5,water,1,Tu2,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves super dry. In relation with column leaflets: leaves separated (in leaflet 2)
1,1,2.4,3.5,water,1,Tu2,Te5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All leaves super dry. In relation with column leaflets: leaves separated (in leaflet 2)
1,1,2.4,3.5,water,1,Tu2,Te5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves super dry. In relation with column leaflets: leaves separated (in leaflet 2)
1,1,2.4,3.5,water,1,Tu2,Te5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves super dry. In relation with column leaflets: leaves separated (in leaflet 2)
1,1,2.4,3.5,water,1,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves super dry. In relation with column leaflets: leaves separated (in leaflet 2)
1,1,2.4,3.5,water,2,Tu2,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves super dry
1,1,2.4,3.5,water,2,Tu2,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves super dry
1,1,2.4,3.5,water,2,Tu2,Te5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,All leaves super dry
1,1,2.4,3.5,water,2,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves super dry
1,1,2.4,3.5,water,2,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves super dry
1,1,2.4,3.5,water,3,Tu2,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The same … mites on the walls
1,1,2.4,3.5,water,3,Tu2,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The same … mites on the walls
1,1,2.4,3.5,water,3,Tu2,Te5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The same … mites on the walls
1,1,2.4,3.5,water,3,Tu2,Te5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,The same … mites on the walls
1,1,2.4,3.5,water,3,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,The same … mites on the walls
1,1,2.4,3.5,water,4,Tu2,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Same …
1,1,2.4,3.5,water,4,Tu2,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Same …
1,1,2.4,3.5,water,4,Tu2,Te5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,Same …
1,1,2.4,3.5,water,4,Tu2,Te5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Same …
1,1,2.4,3.5,water,4,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Same …
1,1,2.4,3.5,water,5,Tu2,Te5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves dry. L4 rotten. L4 dried when L3/L5 were added
1,1,2.4,3.5,water,5,Tu2,Te5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves dry. L4 rotten. L4 dried when L3/L5 were added
1,1,2.4,3.5,water,5,Tu2,Te5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,All leaves dry. L4 rotten. L4 dried when L3/L5 were added
1,1,2.4,3.5,water,5,Tu2,Te5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves dry. L4 rotten. L4 dried when L3/L5 were added
1,1,2.4,3.5,water,5,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves dry. L4 rotten. L4 dried when L3/L5 were added
1,2,3.5,2.4,water,6,Tu1,Te4,1,2,4,0,3,0,0,0,0,0,1,0,0,4,4,2,4,L3 and L4 withered and dry
1,2,3.5,2.4,water,6,Tu1,Te4,2,1,5,0,4,0,0,0,0,1,1,0,1,2,7,2,2,L3 and L4 withered and dry
1,2,3.5,2.4,water,6,Tu1,Te4,3,5,6,0,1,0,0,0,0,2,2,2,0,6,7,1,3,L3 and L4 withered and dry
1,2,3.5,2.4,water,6,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,L3 and L4 withered and dry
1,2,3.5,2.4,water,6,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,6,3,L3 and L4 withered and dry
1,2,3.5,2.4,water,7,Tu1,Te4,1,1,2,1,1,0,3,1,9,25,19,7,4,4,14,1,6,NA
1,2,3.5,2.4,water,7,Tu1,Te4,2,16,20,2,8,2,7,3,0,15,6,11,3,7,12,5,6,NA
1,2,3.5,2.4,water,7,Tu1,Te4,3,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,9,7,1,6,NA
1,2,3.5,2.4,water,7,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,5,19,NA
1,2,3.5,2.4,water,7,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,1,6,NA
1,2,3.5,2.4,water,8,Tu1,Te4,1,20,2,7,0,0,0,0,0,3,2,4,2,15,48,5,41,L3 withered and dry
1,2,3.5,2.4,water,8,Tu1,Te4,2,3,3,4,3,0,0,0,0,14,6,7,1,4,16,2,13,L3 withered and dry
1,2,3.5,2.4,water,8,Tu1,Te4,3,1,3,0,7,0,0,0,0,8,10,6,10,5,3,2,11,L3 withered and dry
