Block,Rep,Box,Leaf,Disk,Env,FocalSR,CompSR,Dens,Type,Focalfemale,FocalDead,FocalDrowned,FocalMissing,NumbDeadComp,TeFemales,TuFemales,Observations
1,1,1,3,11,Cd,2,4,10,INTER,Tu,0,0,0,1,3,0,NA
1,1,1,4,12,Cd,2,4,10,INTER,Tu,0,0,0,0,11,0,NA
1,1,2,3,1,N,2,4,2,INTER,Tu,0,0,0,0,7,0,NA
1,1,2,4,2,N,2,4,2,INTER,Tu,0,0,0,0,11,3,NA
1,1,2,3,3,Cd,2,4,2,INTER,Tu,0,0,0,0,2,1,NA
1,1,2,4,4,Cd,2,4,2,INTER,Tu,0,0,0,0,4,1,NA
1,1,2,3,5,N,2,4,4,INTER,Tu,0,0,0,0,16,0,NA
1,1,2,4,6,N,2,4,4,INTER,Tu,0,0,0,0,19,0,NA
1,1,2,3,7,Cd,2,4,4,INTER,Tu,1,0,0,0,11,0,NA
1,1,2,4,8,Cd,2,4,4,INTER,Tu,0,0,0,0,14,4,NA
1,1,2,3,9,N,2,4,10,INTER,Tu,0,0,0,0,4,0,NA
1,1,2,4,10,N,2,4,10,INTER,Tu,0,0,0,0,18,4,NA
1,1,2,3,11,Cd,2,4,10,INTER,Tu,0,0,0,2,2,0,NA
1,1,2,4,12,Cd,2,4,10,INTER,Tu,0,0,0,1,7,1,NA
1,2,1,3,1,N,1,5,2,INTER,Tu,0,0,0,0,5,3,NA
1,2,1,4,2,N,1,5,2,INTER,Tu,0,0,0,0,3,4,NA
1,2,1,3,3,Cd,1,5,2,INTER,Tu,0,0,0,0,0,0,NA
1,2,1,4,4,Cd,1,5,2,INTER,Tu,1,0,0,0,2,0,NA
1,2,1,3,5,N,1,5,4,INTER,Tu,1,0,0,0,0,0,NA
1,2,1,4,6,N,1,5,4,INTER,Tu,0,0,0,0,10,3,NA
1,2,1,3,7,Cd,1,5,4,INTER,Tu,0,0,0,3,0,0,NA
1,2,1,4,8,Cd,1,5,4,INTER,Tu,0,0,0,0,10,0,NA
1,2,1,3,9,N,1,5,10,INTER,Tu,0,0,0,0,1,0,NA
1,2,1,4,10,N,1,5,10,INTER,Tu,0,0,0,3,2,0,NA
1,2,1,3,11,Cd,1,5,10,INTER,Tu,0,0,0,5,0,0,NA
1,2,1,4,12,Cd,1,5,10,INTER,Tu,0,0,0,0,2,0,NA
1,2,2,3,1,N,1,5,2,INTER,Tu,0,0,0,0,3,0,NA
1,2,2,4,2,N,1,5,2,INTER,Tu,0,0,0,0,0,0,NA
1,2,2,3,3,Cd,1,5,2,INTER,Tu,0,0,0,0,0,0,NA
1,2,2,4,4,Cd,1,5,2,INTER,Tu,1,0,0,0,0,0,NA
1,2,2,3,5,N,1,5,4,INTER,Tu,0,0,0,0,5,0,NA
1,2,2,4,6,N,1,5,4,INTER,Tu,0,0,0,0,5,3,NA
1,2,2,3,7,Cd,1,5,4,INTER,Tu,1,0,0,3,0,0,NA
1,2,2,4,8,Cd,1,5,4,INTER,Tu,1,0,0,3,0,0,NA
1,2,2,3,9,N,1,5,10,INTER,Tu,0,0,0,0,13,0,NA
1,2,2,4,10,N,1,5,10,INTER,Tu,0,0,0,0,12,3,NA
1,2,2,3,11,Cd,1,5,10,INTER,Tu,1,0,0,0,0,0,NA
1,2,2,4,12,Cd,1,5,10,INTER,Tu,0,0,0,0,0,0,NA
1,2,1,3,1,N,1,4,2,INTER,Tu,NA,NA,NA,NA,NA,NA,2 focal females 
1,2,1,4,2,N,1,4,2,INTER,Tu,0,0,0,0,0,2,NA
1,2,1,3,3,Cd,1,4,2,INTER,Tu,0,1,0,0,0,0,NA
1,2,1,4,4,Cd,1,4,2,INTER,Tu,0,0,0,0,0,0,NA
1,2,1,3,5,N,1,4,4,INTER,Tu,0,0,0,0,3,4,NA
1,2,1,4,6,N,1,4,4,INTER,Tu,0,0,0,0,13,2,NA
1,2,1,3,7,Cd,1,4,4,INTER,Tu,0,1,0,2,0,0,NA
1,2,1,4,8,Cd,1,4,4,INTER,Tu,0,0,1,0,0,0,NA
1,2,1,3,9,N,1,4,10,INTER,Tu,0,0,0,0,10,4,NA
1,2,1,4,10,N,1,4,10,INTER,Tu,0,0,0,0,44,0,NA
1,2,1,3,11,Cd,1,4,10,INTER,Tu,0,0,0,0,8,3,NA
1,2,1,4,12,Cd,1,4,10,INTER,Tu,0,0,0,0,3,0,NA
1,2,2,3,1,N,1,4,2,INTER,Tu,0,0,0,0,4,4,NA
1,2,2,4,2,N,1,4,2,INTER,Tu,0,0,0,0,6,8,NA
1,2,2,3,3,Cd,1,4,2,INTER,Tu,1,0,0,0,0,0,NA
1,2,2,4,4,Cd,1,4,2,INTER,Tu,0,1,0,0,8,0,NA
1,2,2,3,5,N,1,4,4,INTER,Tu,0,0,0,0,17,1,NA
1,2,2,4,6,N,1,4,4,INTER,Tu,0,0,0,0,18,3,NA
1,2,2,3,7,Cd,1,4,4,INTER,Tu,1,0,0,0,0,0,NA
1,2,2,4,8,Cd,1,4,4,INTER,Tu,0,0,0,0,2,0,NA
1,2,2,3,9,N,1,4,10,INTER,Tu,0,0,0,0,44,1,NA
1,2,2,4,10,N,1,4,10,INTER,Tu,0,0,0,0,23,0,NA
1,2,2,3,11,Cd,1,4,10,INTER,Tu,1,0,0,2,2,0,NA
1,2,2,4,12,Cd,1,4,10,INTER,Tu,1,0,0,3,16,0,NA
1,2,1,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,3,3,Cd,4,NA,1,INTRA,Te,1,0,0,0,0,NA,NA
1,2,1,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,13,NA,NA
1,2,1,4,6,N,4,NA,2,INTRA,Te,0,0,0,0,17,NA,NA
1,2,1,3,7,Cd,4,NA,2,INTRA,Te,0,1,0,0,0,NA,NA
1,2,1,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,0,NA,NA
1,2,1,3,9,N,4,NA,4,INTRA,Te,1,0,0,0,26,NA,NA
1,2,1,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,34,NA,NA
1,2,1,3,11,Cd,4,NA,4,INTRA,Te,1,0,0,0,0,NA,NA
1,2,1,4,12,Cd,4,NA,4,INTRA,Te,0,1,0,0,1,NA,NA
1,2,1,3,13,N,4,NA,10,INTRA,Te,0,0,0,0,4,NA,NA
1,2,1,4,14,N,4,NA,10,INTRA,Te,1,0,0,0,24,NA,NA
1,2,1,3,15,Cd,4,NA,10,INTRA,Te,1,1,0,0,1,NA,NA
1,2,1,4,16,Cd,4,NA,10,INTRA,Te,2,0,0,0,10,NA,NA
1,2,2,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,6,NA,NA
1,2,2,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,1,NA,NA
1,2,2,3,3,Cd,4,NA,1,INTRA,Te,1,0,0,0,0,NA,NA
1,2,2,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,1,NA,NA
1,2,2,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,5,NA,NA
1,2,2,4,6,N,4,NA,2,INTRA,Te,0,1,0,0,4,NA,NA
1,2,2,3,7,Cd,4,NA,2,INTRA,Te,1,0,0,0,0,NA,NA
1,2,2,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,0,NA,NA
1,2,2,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,9,NA,NA
1,2,2,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,24,NA,NA
1,2,2,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,1,NA,NA
1,2,2,4,12,Cd,4,NA,4,INTRA,Te,0,0,0,0,0,NA,NA
1,2,2,3,13,N,4,NA,10,INTRA,Te,0,0,0,0,5,NA,NA
1,2,2,4,14,N,4,NA,10,INTRA,Te,0,0,0,0,34,NA,NA
1,2,2,3,15,Cd,4,NA,10,INTRA,Te,1,0,0,0,2,NA,NA
1,2,2,4,16,Cd,4,NA,10,INTRA,Te,2,0,0,0,7,NA,plus 1 male
1,2,1,3,1,N,4,1,2,INTER,Te,0,0,0,0,4,4,NA
1,2,1,4,2,N,4,1,2,INTER,Te,0,0,0,0,3,12,NA
1,2,1,3,3,Cd,4,1,2,INTER,Te,0,0,0,0,0,0,NA
1,2,1,4,4,Cd,4,1,2,INTER,Te,0,0,0,0,0,0,NA
1,2,1,3,5,N,4,1,4,INTER,Te,0,0,0,0,0,1,
1,2,1,4,6,N,4,1,4,INTER,Te,0,0,0,2,2,12,NA
1,2,1,3,7,Cd,4,1,4,INTER,Te,0,0,0,1,0,0,NA
1,2,1,4,8,Cd,4,1,4,INTER,Te,0,0,0,0,0,0,NA
1,2,1,3,9,N,4,1,10,INTER,Te,0,0,0,3,0,6,NA
1,2,1,4,10,N,4,1,10,INTER,Te,0,0,0,1,6,3,NA
1,2,1,3,11,Cd,4,1,10,INTER,Te,0,0,0,1,0,0,In relation to column Numbdeadcomp: 10 comp
1,2,1,4,12,Cd,4,1,10,INTER,Te,NA,NA,NA,NA,NA,NA,In relation to column Numbdeadcomp: 8 comp. In relation with column Numberofeggs: Predator Transparent
1,2,2,3,1,N,4,1,2,INTER,Te,0,0,0,1,4,0,NA
1,2,2,4,2,N,4,1,2,INTER,Te,NA,NA,NA,NA,NA,NA,In relation with column Numberofeggs: Predator Transparent
1,2,2,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,0,0,NA
1,2,2,4,4,Cd,4,1,2,INTER,Te,0,0,0,0,0,0,In relation to column Numbdeadcomp: 2 males
1,2,2,3,5,N,4,1,4,INTER,Te,0,0,0,1,6,3,NA
1,2,2,4,6,N,4,1,4,INTER,Te,0,0,0,0,5,14,NA
1,2,2,3,7,Cd,4,1,4,INTER,Te,1,0,0,3,0,0,NA
1,2,2,4,8,Cd,4,1,4,INTER,Te,NA,NA,NA,NA,NA,NA,det. mite
1,2,2,3,9,N,4,1,10,INTER,Te,0,0,0,2,0,7,NA
1,2,2,4,10,N,4,1,10,INTER,Te,0,0,0,2,0,10,NA
1,2,2,3,11,Cd,4,1,10,INTER,Te,0,0,0,2,0,0,NA
1,2,2,4,12,Cd,4,1,10,INTER,Te,NA,NA,NA,NA,NA,NA,det. mite
1,2,1,3,1,N,5,1,2,INTER,Te,NA,NA,NA,NA,NA,NA,half leaf under water
1,2,1,4,2,N,5,1,2,INTER,Te,0,0,0,0,0,2,NA
1,2,1,3,3,Cd,5,1,2,INTER,Te,0,0,0,0,0,0,NA
1,2,1,4,4,Cd,5,1,2,INTER,Te,0,0,0,1,0,0,NA
1,2,1,3,5,N,5,1,4,INTER,Te,0,0,0,0,12,3,NA
1,2,1,4,6,N,5,1,4,INTER,Te,0,1,0,1,1,5,NA
1,2,1,3,7,Cd,5,1,4,INTER,Te,0,0,0,3,0,0,NA
1,2,1,4,8,Cd,5,1,4,INTER,Te,0,1,0,3,0,0,NA
1,2,1,3,9,N,5,1,10,INTER,Te,0,0,0,2,8,9,NA
1,2,1,4,10,N,5,1,10,INTER,Te,0,0,0,3,7,2,1 male / lots of ... individ.
1,2,1,3,11,Cd,5,1,10,INTER,Te,0,0,0,3,0,0,NA
1,2,1,4,12,Cd,5,1,10,INTER,Te,0,0,0,1,0,0,1 male
1,2,2,3,1,N,5,1,2,INTER,Te,0,0,0,1,13,0,NA
1,2,2,4,2,N,5,1,2,INTER,Te,0,0,0,0,0,0,NA
1,2,2,3,3,Cd,5,1,2,INTER,Te,0,0,0,1,0,0,NA
1,2,2,4,4,Cd,5,1,2,INTER,Te,0,0,0,0,0,0,NA
1,2,2,3,5,N,5,1,4,INTER,Te,0,0,0,2,0,10,In relation to column Numbdeadcomp: 1 missing
1,2,2,4,6,N,5,1,4,INTER,Te,0,0,0,0,1,9,NA
1,2,2,3,7,Cd,5,1,4,INTER,Te,1,0,0,2,0,0,NA
1,2,2,4,8,Cd,5,1,4,INTER,Te,0,0,0,2,0,0,NA
1,2,2,3,9,N,5,1,10,INTER,Te,0,0,0,6,2,3,all juv.
1,2,2,4,10,N,5,1,10,INTER,Te,0,0,0,2,0,0,NA
1,2,2,3,11,Cd,5,1,10,INTER,Te,0,0,0,4,0,0,NA
1,2,2,4,12,Cd,5,1,10,INTER,Te,1,0,0,4,0,0,NA
1,2,1,3,1,N,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,4,2,N,5,NA,1,INTRA,Te,0,0,0,0,5,NA,NA
1,2,1,3,3,Cd,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,4,4,Cd,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,3,5,N,5,NA,2,INTRA,Te,0,0,0,0,11,NA,NA
1,2,1,4,6,N,5,NA,2,INTRA,Te,0,0,0,0,15,NA,NA
1,2,1,3,7,Cd,5,NA,2,INTRA,Te,1,0,0,0,0,NA,NA
1,2,1,4,8,Cd,5,NA,2,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,3,9,N,5,NA,4,INTRA,Te,0,0,0,0,7,NA,NA
1,2,1,4,10,N,5,NA,4,INTRA,Te,0,0,0,0,3,NA,NA
1,2,1,3,11,Cd,5,NA,4,INTRA,Te,0,0,0,0,0,NA,NA
1,2,1,4,12,Cd,5,NA,4,INTRA,Te,0,0,0,0,3,NA,NA
1,2,1,3,13,N,5,NA,10,INTRA,Te,1,1,0,0,21,NA,NA
1,2,1,4,14,N,5,NA,10,INTRA,Te,0,1,0,0,14,NA,NA
1,2,1,3,15,Cd,5,NA,10,INTRA,Te,NA,NA,NA,NA,NA,NA,In relation to column Focalmissing: crossed from disk 16
1,2,1,4,16,Cd,5,NA,10,INTRA,Te,NA,NA,NA,NA,NA,NA,In relation to column Focalmissing: crossed to disk 15
1,2,2,3,1,N,5,NA,1,INTRA,Te,0,0,0,0,23,NA,NA
1,2,2,4,2,N,5,NA,1,INTRA,Te,0,0,0,0,11,NA,NA
1,2,2,3,3,Cd,5,NA,1,INTRA,Te,0,0,0,0,5,NA,NA
1,2,2,4,4,Cd,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,2,2,3,5,N,5,NA,2,INTRA,Te,0,0,0,0,3,NA,NA
1,2,2,4,6,N,5,NA,2,INTRA,Te,0,0,0,0,4,NA,NA
1,2,2,3,7,Cd,5,NA,2,INTRA,Te,2,0,0,0,0,NA,NA
1,2,2,4,8,Cd,5,NA,2,INTRA,Te,0,0,0,0,0,NA,NA
1,2,2,3,9,N,5,NA,4,INTRA,Te,0,0,0,0,12,NA,NA
1,2,2,4,10,N,5,NA,4,INTRA,Te,0,0,0,0,20,NA,NA
1,2,2,3,11,Cd,5,NA,4,INTRA,Te,1,0,0,0,1,NA,NA
1,2,2,4,12,Cd,5,NA,4,INTRA,Te,0,0,0,0,7,NA,NA
1,2,2,3,13,N,5,NA,10,INTRA,Te,0,0,0,0,32,NA,NA
1,2,2,4,14,N,5,NA,10,INTRA,Te,0,0,0,0,21,NA,NA
1,2,2,3,15,Cd,5,NA,10,INTRA,Te,0,0,0,0,8,NA,NA
1,2,2,4,16,Cd,5,NA,10,INTRA,Te,0,0,0,0,2,NA,NA
1,2,1,3,1,N,1,NA,1,INTRA,Tu,0,0,1,0,NA,1,NA
1,2,1,4,2,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,5,NA
1,2,1,3,3,Cd,1,NA,1,INTRA,Tu,NA,NA,NA,NA,NA,NA,In relation with column Numberofeggs: Predator Transparent
1,2,1,4,4,Cd,1,NA,1,INTRA,Tu,NA,NA,NA,NA,NA,NA,In relation with column Numberofeggs: Predator Transparent
1,2,1,3,5,N,1,NA,2,INTRA,Tu,1,0,0,0,NA,8,NA
1,2,1,4,6,N,1,NA,2,INTRA,Tu,0,1,0,0,NA,0,NA
1,2,1,3,7,Cd,1,NA,2,INTRA,Tu,2,0,0,0,NA,0,NA
1,2,1,4,8,Cd,1,NA,2,INTRA,Tu,0,1,0,0,NA,0,NA
1,2,1,3,9,N,1,NA,4,INTRA,Tu,1,0,0,0,NA,2,NA
1,2,1,4,10,N,1,NA,4,INTRA,Tu,0,0,0,0,NA,11,In relation with column TuQuiescentfemales: PT
1,2,1,3,11,Cd,1,NA,4,INTRA,Tu,1,0,0,0,NA,0,NA
1,2,1,4,12,Cd,1,NA,4,INTRA,Tu,0,1,0,0,NA,3,NA
1,2,1,3,13,N,1,NA,10,INTRA,Tu,1,0,0,0,NA,4,completely eaten
1,2,1,4,14,N,1,NA,10,INTRA,Tu,NA,NA,NA,NA,NA,NA,In relation with column Numberofeggs: Predator Transparent
1,2,1,3,15,Cd,1,NA,10,INTRA,Tu,NA,NA,NA,NA,NA,NA,In relation with column Numberofeggs: Predator Transparent
1,2,1,4,16,Cd,1,NA,10,INTRA,Tu,0,0,1,0,NA,3,NA
1,2,2,3,1,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,2,NA
1,2,2,4,2,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,7,NA
1,2,2,3,3,Cd,1,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
1,2,2,4,4,Cd,1,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
1,2,2,3,5,N,1,NA,2,INTRA,Tu,0,0,0,0,NA,3,NA
1,2,2,4,6,N,1,NA,2,INTRA,Tu,0,1,0,0,NA,4,NA
1,2,2,3,7,Cd,1,NA,2,INTRA,Tu,1,0,0,0,NA,0,NA
1,2,2,4,8,Cd,1,NA,2,INTRA,Tu,1,0,0,0,NA,0,NA
1,2,2,3,9,N,1,NA,4,INTRA,Tu,0,0,0,0,NA,9,NA
1,2,2,4,10,N,1,NA,4,INTRA,Tu,1,0,0,0,NA,5,NA
1,2,2,3,11,Cd,1,NA,4,INTRA,Tu,0,3,0,0,NA,0,NA
1,2,2,4,12,Cd,1,NA,4,INTRA,Tu,0,1,0,0,NA,0,NA
1,2,2,3,13,N,1,NA,10,INTRA,Tu,NA,NA,NA,NA,NA,NA,leaf rotten all dead. In relation with column Numberofeggs: Predator Transparent
1,2,2,4,14,N,1,NA,10,INTRA,Tu,0,0,0,0,NA,10,leaf rotten
1,2,2,3,15,Cd,1,NA,10,INTRA,Tu,3,3,0,0,NA,0,NA
1,2,2,4,16,Cd,1,NA,10,INTRA,Tu,1,4,0,0,NA,1,NA
1,3,1,3,1,N,1,4,2,INTER,Tu,0,1,0,0,19,3,NA
1,3,1,4,2,N,1,4,2,INTER,Tu,0,0,0,1,7,5,NA
1,3,1,3,3,Cd,1,4,2,INTER,Tu,0,0,0,0,1,0,NA
1,3,1,4,4,Cd,1,4,2,INTER,Tu,0,0,0,0,1,0,NA
1,3,1,3,5,N,1,4,4,INTER,Tu,1,0,0,0,52,1,detritivorous mite
1,3,1,4,6,N,1,4,4,INTER,Tu,1,0,0,0,37,3,NA
1,3,1,3,7,Cd,1,4,4,INTER,Tu,0,0,0,0,0,0,NA
1,3,1,4,8,Cd,1,4,4,INTER,Tu,0,0,0,0,5,0,NA
1,3,1,3,9,N,1,4,10,INTER,Tu,1,0,0,4,68,2,NA
1,3,1,4,10,N,1,4,10,INTER,Tu,1,0,0,1,44,2,NA
1,3,1,3,11,Cd,1,4,10,INTER,Tu,0,0,0,3,7,1,NA
1,3,1,4,12,Cd,1,4,10,INTER,Tu,0,0,0,2,7,0,NA
1,3,2,3,1,N,1,4,2,INTER,Tu,0,0,0,0,9,0,NA
1,3,2,4,2,N,1,4,2,INTER,Tu,1,0,0,0,3,0,NA
1,3,2,3,3,Cd,1,4,2,INTER,Tu,0,0,0,1,0,0,NA
1,3,2,4,4,Cd,1,4,2,INTER,Tu,0,0,0,0,4,0,NA
1,3,2,3,5,N,1,4,4,INTER,Tu,1,0,0,1,37,0,NA
1,3,2,4,6,N,1,4,4,INTER,Tu,0,1,0,3,3,11,NA
1,3,2,3,7,Cd,1,4,4,INTER,Tu,1,0,0,3,0,0,NA
1,3,2,4,8,Cd,1,4,4,INTER,Tu,0,1,0,2,4,0,NA
1,3,2,3,9,N,1,4,10,INTER,Tu,0,1,0,1,13,0,NA
1,3,2,4,10,N,1,4,10,INTER,Tu,0,0,0,1,23,5,NA
1,3,2,3,11,Cd,1,4,10,INTER,Tu,1,0,0,2,0,0,NA
1,3,2,4,12,Cd,1,4,10,INTER,Tu,0,1,0,2,0,0,NA
1,3,1,3,1,N,2,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
1,3,1,4,2,N,2,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,1,3,3,Cd,2,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
1,3,1,4,4,Cd,2,NA,1,INTRA,Tu,0,1,0,0,NA,0,NA
1,3,1,3,5,N,2,NA,2,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,1,4,6,N,2,NA,2,INTRA,Tu,0,0,0,0,NA,3,NA
1,3,1,3,7,Cd,2,NA,2,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,1,4,8,Cd,2,NA,2,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,1,3,9,N,2,NA,4,INTRA,Tu,0,1,0,0,NA,4,NA
1,3,1,4,10,N,2,NA,4,INTRA,Tu,0,0,0,0,NA,4,NA
1,3,1,3,11,Cd,2,NA,4,INTRA,Tu,1,1,1,1,NA,0,NA
1,3,1,4,12,Cd,2,NA,4,INTRA,Tu,1,0,0,0,NA,0,NA
1,3,1,3,13,N,2,NA,10,INTRA,Tu,0,1,0,0,NA,0,NA
1,3,1,4,14,N,2,NA,10,INTRA,Tu,3,0,1,0,NA,4,NA
1,3,1,3,15,Cd,2,NA,10,INTRA,Tu,2,1,0,0,NA,0,NA
1,3,1,4,16,Cd,2,NA,10,INTRA,Tu,5,1,0,0,NA,0,NA
1,3,2,3,1,N,2,NA,1,INTRA,Tu,1,0,0,0,NA,1,detritive mite
1,3,2,4,2,N,2,NA,1,INTRA,Tu,0,0,0,0,NA,7,NA
1,3,2,3,3,Cd,2,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,2,4,4,Cd,2,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,2,3,5,N,2,NA,2,INTRA,Tu,0,0,0,0,NA,4,NA
1,3,2,4,6,N,2,NA,2,INTRA,Tu,1,0,0,0,NA,13,NA
1,3,2,3,7,Cd,2,NA,2,INTRA,Tu,1,0,0,0,NA,0,NA
1,3,2,4,8,Cd,2,NA,2,INTRA,Tu,0,1,0,0,NA,0,NA
1,3,2,3,9,N,2,NA,4,INTRA,Tu,1,0,0,0,NA,10,NA
1,3,2,4,10,N,2,NA,4,INTRA,Tu,1,1,0,0,NA,12,NA
1,3,2,3,11,Cd,2,NA,4,INTRA,Tu,4,0,0,0,NA,0,NA
1,3,2,4,12,Cd,2,NA,4,INTRA,Tu,2,0,0,0,NA,0,NA
1,3,2,3,13,N,2,NA,10,INTRA,Tu,0,1,1,0,NA,3,NA
1,3,2,4,14,N,2,NA,10,INTRA,Tu,5,1,0,0,NA,13,NA
1,3,2,3,15,Cd,2,NA,10,INTRA,Tu,5,0,0,0,NA,0,NA
1,3,2,4,16,Cd,2,NA,10,INTRA,Tu,5,0,0,0,NA,0,NA
1,3,1,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,9,NA,NA
1,3,1,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,18,NA,NA
1,3,1,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,3,1,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,3,1,3,5,N,4,NA,2,INTRA,Te,2,0,0,0,16,NA,NA
1,3,1,4,6,N,4,NA,2,INTRA,Te,0,0,0,0,20,NA,NA
1,3,1,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,3,NA,NA
1,3,1,4,8,Cd,4,NA,2,INTRA,Te,0,0,0,0,1,NA,NA
1,3,1,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,44,NA,NA
1,3,1,4,10,N,4,NA,4,INTRA,Te,1,0,0,0,35,NA,NA
1,3,1,3,11,Cd,4,NA,4,INTRA,Te,3,0,0,0,0,NA,NA
1,3,1,4,12,Cd,4,NA,4,INTRA,Te,2,0,0,0,1,NA,NA
1,3,1,3,13,N,4,NA,10,INTRA,Te,0,0,0,0,20,NA,NA
1,3,1,4,14,N,4,NA,10,INTRA,Te,1,1,0,0,59,NA,NA
1,3,1,3,15,Cd,4,NA,10,INTRA,Te,5,1,0,0,6,NA,NA
1,3,1,4,16,Cd,4,NA,10,INTRA,Te,2,0,0,0,0,NA,NA
1,3,2,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,3,NA,NA
1,3,2,4,2,N,4,NA,1,INTRA,Te,0,1,0,0,22,NA,NA
1,3,2,3,3,Cd,4,NA,1,INTRA,Te,1,0,0,0,1,NA,NA
1,3,2,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,3,NA,NA
1,3,2,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,15,NA,NA
1,3,2,4,6,N,4,NA,2,INTRA,Te,0,1,0,0,31,NA,NA
1,3,2,3,7,Cd,4,NA,2,INTRA,Te,2,0,0,0,2,NA,NA
1,3,2,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,0,NA,NA
1,3,2,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,19,NA,NA
1,3,2,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,37,NA,NA
1,3,2,3,11,Cd,4,NA,4,INTRA,Te,2,0,0,0,0,NA,NA
1,3,2,4,12,Cd,4,NA,4,INTRA,Te,3,1,0,0,0,NA,NA
1,3,2,3,13,N,4,NA,10,INTRA,Te,2,2,0,0,8,NA,NA
1,3,2,4,14,N,4,NA,10,INTRA,Te,3,0,0,0,34,NA,NA
1,3,2,3,15,Cd,4,NA,10,INTRA,Te,0,0,0,0,4,NA,NA
1,3,2,4,16,Cd,4,NA,10,INTRA,Te,0,1,0,0,1,NA,NA
1,3,1,3,1,N,2,4,2,INTER,Tu,0,0,0,0,3,0,NA
1,3,1,4,2,N,2,4,2,INTER,Tu,0,0,0,0,3,1,NA
1,3,1,3,3,Cd,2,4,2,INTER,Tu,0,0,1,1,2,0,NA
1,3,1,4,4,Cd,2,4,2,INTER,Tu,0,0,0,0,2,0,NA
1,3,1,3,5,N,2,4,4,INTER,Tu,0,0,0,0,32,1,NA
1,3,1,4,6,N,2,4,4,INTER,Tu,0,0,0,0,77,2,NA
1,3,1,3,7,Cd,2,4,4,INTER,Tu,1,0,0,2,0,1,NA
1,3,1,4,8,Cd,2,4,4,INTER,Tu,0,1,0,0,2,0,NA
1,3,1,3,9,N,2,4,10,INTER,Tu,0,0,0,2,24,4,NA
1,3,1,4,10,N,2,4,10,INTER,Tu,0,0,0,0,41,12,NA
1,3,1,3,11,Cd,2,4,10,INTER,Tu,0,0,0,1,14,0,NA
1,3,1,4,12,Cd,2,4,10,INTER,Tu,0,0,0,1,31,2,1 female
1,3,2,3,1,N,2,4,2,INTER,Tu,NA,NA,NA,NA,NA,NA,2 female 
1,3,2,4,2,N,2,4,2,INTER,Tu,1,0,0,0,26,2,NA
1,3,2,3,3,Cd,2,4,2,INTER,Tu,0,0,0,0,3,0,NA
1,3,2,4,4,Cd,2,4,2,INTER,Tu,0,1,0,2,8,0,NA
1,3,2,3,5,N,2,4,4,INTER,Tu,0,0,0,0,12,4,NA
1,3,2,4,6,N,2,4,4,INTER,Tu,0,1,0,0,40,8,detritivorous mite
1,3,2,3,7,Cd,2,4,4,INTER,Tu,0,0,0,2,0,0,thrip
