Block,Rep,Box,Leaf,Disk,Env,FocalSR,CompSR,Dens,Type,Focalfemale,FocalDead,FocalDrowned,FocalMissing,NumbDeadComp,TeFemales,TuFemales,Observations
1,3,2,4,8,Cd,2,4,4,INTER,Tu,0,0,0,1,2,0,NA
1,3,2,3,9,N,2,4,10,INTER,Tu,0,0,0,1,22,1,NA
1,3,2,4,10,N,2,4,10,INTER,Tu,0,0,0,1,17,0,NA
1,3,2,3,11,Cd,2,4,10,INTER,Tu,0,0,0,5,3,0,NA
1,3,2,4,12,Cd,2,4,10,INTER,Tu,0,0,0,1,7,0,NA
1,3,1,3,1,N,5,2,2,INTER,Te,1,0,0,1,9,0,NA
1,3,1,4,2,N,5,2,2,INTER,Te,0,0,0,0,0,0,NA
1,3,1,3,3,Cd,5,2,2,INTER,Te,0,0,0,0,0,0,NA
1,3,1,4,4,Cd,5,2,2,INTER,Te,0,0,0,0,0,0,NA
1,3,1,3,5,N,5,2,4,INTER,Te,0,0,0,1,5,9,NA
1,3,1,4,6,N,5,2,4,INTER,Te,0,0,0,0,18,9,NA
1,3,1,3,7,Cd,5,2,4,INTER,Te,0,0,0,0,0,0,NA
1,3,1,4,8,Cd,5,2,4,INTER,Te,0,0,0,1,3,6,In relation with column NumbDeadComp: +1 missing
1,3,1,3,9,N,5,2,10,INTER,Te,0,0,0,1,0,0,NA
1,3,1,4,10,N,5,2,10,INTER,Te,0,0,1,5,2,4,NA
1,3,1,3,11,Cd,5,2,10,INTER,Te,0,0,0,2,0,0,NA
1,3,1,4,12,Cd,5,2,10,INTER,Te,0,0,0,3,2,0,NA
1,3,2,3,1,N,5,2,2,INTER,Te,0,0,0,0,2,3,NA
1,3,2,4,2,N,5,2,2,INTER,Te,0,1,0,0,0,6,NA
1,3,2,3,3,Cd,5,2,2,INTER,Te,0,0,0,1,0,0,NA
1,3,2,4,4,Cd,5,2,2,INTER,Te,0,0,0,0,0,0,NA
1,3,2,3,5,N,5,2,4,INTER,Te,0,0,0,0,12,8,NA
1,3,2,4,6,N,5,2,4,INTER,Te,0,0,0,0,10,20,NA
1,3,2,3,7,Cd,5,2,4,INTER,Te,0,0,0,0,3,0,NA
1,3,2,4,8,Cd,5,2,4,INTER,Te,0,0,0,0,1,1,NA
1,3,2,3,9,N,5,2,10,INTER,Te,0,0,0,2,6,13,NA
1,3,2,4,10,N,5,2,10,INTER,Te,0,0,0,5,2,18,NA
1,3,2,3,11,Cd,5,2,10,INTER,Te,0,0,0,6,0,0,NA
1,3,2,4,12,Cd,5,2,10,INTER,Te,0,0,0,4,2,0,NA
1,3,1,3,1,N,4,2,2,INTER,Te,0,0,0,0,9,0,NA
1,3,1,4,2,N,4,2,2,INTER,Te,0,0,0,0,5,1,NA
1,3,1,3,3,Cd,4,2,2,INTER,Te,0,0,0,0,0,1,NA
1,3,1,4,4,Cd,4,2,2,INTER,Te,1,0,0,1,1,0,NA
1,3,1,3,5,N,4,2,4,INTER,Te,0,0,0,1,15,9,NA
1,3,1,4,6,N,4,2,4,INTER,Te,0,0,0,1,22,10,NA
1,3,1,3,7,Cd,4,2,4,INTER,Te,0,0,0,1,0,0,NA
1,3,1,4,8,Cd,4,2,4,INTER,Te,0,0,0,1,1,0,NA
1,3,1,3,9,N,4,2,10,INTER,Te,0,0,0,0,17,0,NA
1,3,1,4,10,N,4,2,10,INTER,Te,0,0,0,0,0,0,NA
1,3,1,3,11,Cd,4,2,10,INTER,Te,0,0,0,5,2,0,NA
1,3,1,4,12,Cd,4,2,10,INTER,Te,0,0,0,6,7,0,NA
1,3,2,3,1,N,4,2,2,INTER,Te,0,0,0,0,13,5,NA
1,3,2,4,2,N,4,2,2,INTER,Te,0,0,0,0,16,5,NA
1,3,2,3,3,Cd,4,2,2,INTER,Te,0,0,0,1,0,0,NA
1,3,2,4,4,Cd,4,2,2,INTER,Te,0,0,0,0,1,0,NA
1,3,2,3,5,N,4,2,4,INTER,Te,0,0,0,0,25,14,NA
1,3,2,4,6,N,4,2,4,INTER,Te,0,0,0,0,20,10,NA
1,3,2,3,7,Cd,4,2,4,INTER,Te,0,0,0,1,1,0,In relation with column NumbDeadComp: + 1 missing
1,3,2,4,8,Cd,4,2,4,INTER,Te,0,0,0,0,0,0,NA
1,3,2,3,9,N,4,2,10,INTER,Te,0,0,0,1,4,8,NA
1,3,2,4,10,N,4,2,10,INTER,Te,0,0,0,1,16,18,NA
1,3,2,3,11,Cd,4,2,10,INTER,Te,1,0,0,2,0,0,NA
1,3,2,4,12,Cd,4,2,10,INTER,Te,0,0,0,7,0,1,NA
1,3,1,3,1,N,2,5,2,INTER,Tu,0,0,0,0,11,6,NA
1,3,1,4,2,N,2,5,2,INTER,Tu,0,1,0,0,13,3,NA
1,3,1,3,3,Cd,2,5,2,INTER,Tu,0,1,0,0,1,2,NA
1,3,1,4,4,Cd,2,5,2,INTER,Tu,0,0,0,0,3,0,NA
1,3,1,3,5,N,2,5,4,INTER,Tu,0,0,0,0,52,2,NA
1,3,1,4,6,N,2,5,4,INTER,Tu,0,0,0,0,31,5,NA
1,3,1,3,7,Cd,2,5,4,INTER,Tu,0,1,0,1,0,0,NA
1,3,1,4,8,Cd,2,5,4,INTER,Tu,0,0,0,0,3,0,NA
1,3,1,3,9,N,2,5,10,INTER,Tu,0,0,0,0,49,4,NA
1,3,1,4,10,N,2,5,10,INTER,Tu,0,1,0,0,56,0,NA
1,3,1,3,11,Cd,2,5,10,INTER,Tu,1,0,0,1,1,1,NA
1,3,1,4,12,Cd,2,5,10,INTER,Tu,0,0,0,1,8,0,NA
1,3,2,3,1,N,2,5,2,INTER,Tu,0,0,0,0,11,1,NA
1,3,2,4,2,N,2,5,2,INTER,Tu,0,0,0,0,17,5,NA
1,3,2,3,3,Cd,2,5,2,INTER,Tu,0,1,0,0,0,0,NA
1,3,2,4,4,Cd,2,5,2,INTER,Tu,0,0,0,0,1,0,competitor missing
1,3,2,3,5,N,2,5,4,INTER,Tu,0,0,0,0,41,7,NA
1,3,2,4,6,N,2,5,4,INTER,Tu,0,0,0,0,49,2,NA
1,3,2,3,7,Cd,2,5,4,INTER,Tu,0,0,0,1,7,0,NA
1,3,2,4,8,Cd,2,5,4,INTER,Tu,0,0,0,3,5,0,NA
1,3,2,3,9,N,2,5,10,INTER,Tu,0,0,0,0,55,2,NA
1,3,2,4,10,N,2,5,10,INTER,Tu,0,1,0,2,80,2,Detritivoro!
1,3,2,3,11,Cd,2,5,10,INTER,Tu,1,0,0,5,1,0,NA
1,3,2,4,12,Cd,2,5,10,INTER,Tu,0,0,0,0,22,0,NA
1,3,1,3,1,N,5,1,2,INTER,Te,0,0,0,0,17,4,NA
1,3,1,4,2,N,5,1,2,INTER,Te,0,0,0,0,16,6,NA
1,3,1,3,3,Cd,5,1,2,INTER,Te,1,0,0,0,0,0,NA
1,3,1,4,4,Cd,5,1,2,INTER,Te,0,0,0,0,1,0,NA
1,3,1,3,5,N,5,1,4,INTER,Te,0,0,0,0,21,5,NA
1,3,1,4,6,N,5,1,4,INTER,Te,0,0,0,0,12,5,NA
1,3,1,3,7,Cd,5,1,4,INTER,Te,0,0,0,0,1,0,NA
1,3,1,4,8,Cd,5,1,4,INTER,Te,0,0,0,0,5,0,NA
1,3,1,3,9,N,5,1,10,INTER,Te,0,0,0,1,0,7,Detritivoro!
1,3,1,4,10,N,5,1,10,INTER,Te,0,1,0,6,2,2,NA
1,3,1,3,11,Cd,5,1,10,INTER,Te,1,0,0,2,0,0,NA
1,3,1,4,12,Cd,5,1,10,INTER,Te,1,0,0,2,0,1,NA
1,3,2,3,1,N,5,1,2,INTER,Te,0,0,0,0,8,0,NA
1,3,2,4,2,N,5,1,2,INTER,Te,0,0,0,1,7,3,NA
1,3,2,3,3,Cd,5,1,2,INTER,Te,0,0,0,0,0,0,NA
1,3,2,4,4,Cd,5,1,2,INTER,Te,0,0,0,0,0,0,NA
1,3,2,3,5,N,5,1,4,INTER,Te,0,0,0,0,5,0,NA
1,3,2,4,6,N,5,1,4,INTER,Te,0,0,0,0,6,4,NA
1,3,2,3,7,Cd,5,1,4,INTER,Te,0,0,0,2,1,0,NA
1,3,2,4,8,Cd,5,1,4,INTER,Te,0,0,0,0,4,1,NA
1,3,2,3,9,N,5,1,10,INTER,Te,0,0,0,0,9,6,NA
1,3,2,4,10,N,5,1,10,INTER,Te,0,0,0,2,7,2,NA
1,3,2,3,11,Cd,5,1,10,INTER,Te,1,0,0,4,0,1,NA
1,3,2,4,12,Cd,5,1,10,INTER,Te,1,0,0,9,0,1,NA
1,3,1,3,1,N,1,5,2,INTER,Tu,0,0,0,0,6,7,NA
1,3,1,4,2,N,1,5,2,INTER,Tu,0,0,0,0,16,6,NA
1,3,1,3,3,Cd,1,5,2,INTER,Tu,0,1,0,1,0,0,NA
1,3,1,4,4,Cd,1,5,2,INTER,Tu,0,0,0,0,0,0,NA
1,3,1,3,5,N,1,5,4,INTER,Tu,0,0,0,0,31,5,NA
1,3,1,4,6,N,1,5,4,INTER,Tu,0,0,0,2,37,3,NA
1,3,1,3,7,Cd,1,5,4,INTER,Tu,1,0,0,0,0,0,NA
1,3,1,4,8,Cd,1,5,4,INTER,Tu,0,1,0,0,4,0,NA
1,3,1,3,9,N,1,5,10,INTER,Tu,0,0,0,0,53,2,NA
1,3,1,4,10,N,1,5,10,INTER,Tu,1,0,0,0,45,1,NA
1,3,1,3,11,Cd,1,5,10,INTER,Tu,0,0,0,1,2,0,In relation with column FocalDead and Numb dead comp: Not sure for the number of dead
1,3,1,4,12,Cd,1,5,10,INTER,Tu,0,0,0,3,4,1,In relation with column FocalDead and Numb dead comp: Not sure for the number of dead
1,3,2,3,1,N,1,5,2,INTER,Tu,0,0,0,0,17,1,NA
1,3,2,4,2,N,1,5,2,INTER,Tu,0,0,0,0,22,3,NA
1,3,2,3,3,Cd,1,5,2,INTER,Tu,0,1,0,0,1,0,NA
1,3,2,4,4,Cd,1,5,2,INTER,Tu,1,0,0,0,0,0,NA
1,3,2,3,5,N,1,5,4,INTER,Tu,0,0,0,1,15,7,NA
1,3,2,4,6,N,1,5,4,INTER,Tu,0,0,0,0,36,3,NA
1,3,2,3,7,Cd,1,5,4,INTER,Tu,0,1,0,1,1,0,NA
1,3,2,4,8,Cd,1,5,4,INTER,Tu,0,1,0,1,2,0,NA
1,3,2,3,9,N,1,5,10,INTER,Tu,0,1,0,1,43,0,NA
1,3,2,4,10,N,1,5,10,INTER,Tu,0,0,0,4,18,0,NA
1,3,2,3,11,Cd,1,5,10,INTER,Tu,1,0,0,2,22,0,NA
1,3,2,4,12,Cd,1,5,10,INTER,Tu,0,0,0,3,18,0,NA
1,3,1,3,1,N,4,1,2,INTER,Te,0,0,0,0,8,0,detritivoro
1,3,1,4,2,N,4,1,2,INTER,Te,0,0,0,0,0,0,NA
1,3,1,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,0,0,NA
1,3,1,4,4,Cd,4,1,2,INTER,Te,0,0,0,1,0,0,NA
1,3,1,3,5,N,4,1,4,INTER,Te,0,0,0,1,10,3,NA
1,3,1,4,6,N,4,1,4,INTER,Te,0,0,0,1,6,16,NA
1,3,1,3,7,Cd,4,1,4,INTER,Te,1,0,0,3,0,0,NA
1,3,1,4,8,Cd,4,1,4,INTER,Te,0,0,0,2,0,0,NA
1,3,1,3,9,N,4,1,10,INTER,Te,0,0,0,3,0,5,NA
1,3,1,4,10,N,4,1,10,INTER,Te,0,0,0,5,1,2,NA
1,3,1,3,11,Cd,4,1,10,INTER,Te,0,0,0,7,0,0,NA
1,3,1,4,12,Cd,4,1,10,INTER,Te,0,1,0,5,0,0,NA
1,3,2,3,1,N,4,1,2,INTER,Te,0,0,0,0,0,2,NA
1,3,2,4,2,N,4,1,2,INTER,Te,0,0,0,0,4,3,NA
1,3,2,3,3,Cd,4,1,2,INTER,Te,1,0,0,0,0,0,NA
1,3,2,4,4,Cd,4,1,2,INTER,Te,0,0,0,0,0,0,NA
1,3,2,3,5,N,4,1,4,INTER,Te,0,0,0,0,9,9,NA
1,3,2,4,6,N,4,1,4,INTER,Te,0,0,0,1,8,4,NA
1,3,2,3,7,Cd,4,1,4,INTER,Te,0,0,0,2,0,0,NA
1,3,2,4,8,Cd,4,1,4,INTER,Te,0,0,0,2,0,0,1 Tu missing
1,3,2,3,9,N,4,1,10,INTER,Te,0,0,0,2,2,8,NA
1,3,2,4,10,N,4,1,10,INTER,Te,0,0,0,2,1,50,NA
1,3,2,3,11,Cd,4,1,10,INTER,Te,0,0,0,6,0,0,NA
1,3,2,4,12,Cd,4,1,10,INTER,Te,0,0,0,4,0,0,NA
1,3,1,3,1,N,1,NA,1,INTRA,Tu,0,1,0,0,NA,0,NA
1,3,1,4,2,N,1,NA,1,INTRA,Tu,1,0,0,0,NA,5,NA
1,3,1,3,3,Cd,1,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,1,4,4,Cd,1,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,1,3,5,N,1,NA,2,INTRA,Tu,2,0,0,0,NA,3,NA
1,3,1,4,6,N,1,NA,2,INTRA,Tu,1,0,0,0,NA,9,NA
1,3,1,3,7,Cd,1,NA,2,INTRA,Tu,1,0,0,0,NA,1,NA
1,3,1,4,8,Cd,1,NA,2,INTRA,Tu,0,1,0,0,NA,0,NA
1,3,1,3,9,N,1,NA,4,INTRA,Tu,2,0,0,0,NA,11,NA
1,3,1,4,10,N,1,NA,4,INTRA,Tu,2,0,0,0,NA,7,NA
1,3,1,3,11,Cd,1,NA,4,INTRA,Tu,0,1,1,0,NA,0,NA
1,3,1,4,12,Cd,1,NA,4,INTRA,Tu,0,1,0,0,NA,0,NA
1,3,1,3,13,N,1,NA,10,INTRA,Tu,1,4,0,0,NA,6,NA
1,3,1,4,14,N,1,NA,10,INTRA,Tu,1,4,1,0,NA,3,NA
1,3,1,3,15,Cd,1,NA,10,INTRA,Tu,2,4,1,0,NA,0,NA
1,3,1,4,16,Cd,1,NA,10,INTRA,Tu,4,3,0,0,NA,0,NA
1,3,2,3,1,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,5,NA
1,3,2,4,2,N,1,NA,1,INTRA,Tu,0,1,0,0,NA,1,NA
1,3,2,3,3,Cd,1,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
1,3,2,4,4,Cd,1,NA,1,INTRA,Tu,0,1,0,0,NA,1,NA
1,3,2,3,5,N,1,NA,2,INTRA,Tu,0,0,0,0,NA,11,NA
1,3,2,4,6,N,1,NA,2,INTRA,Tu,0,2,0,0,NA,0,NA
1,3,2,3,7,Cd,1,NA,2,INTRA,Tu,0,1,0,0,NA,0,NA
1,3,2,4,8,Cd,1,NA,2,INTRA,Tu,1,0,0,0,NA,0,NA
1,3,2,3,9,N,1,NA,4,INTRA,Tu,1,0,0,0,NA,3,NA
1,3,2,4,10,N,1,NA,4,INTRA,Tu,1,2,0,0,NA,2,NA
1,3,2,3,11,Cd,1,NA,4,INTRA,Tu,1,2,0,0,NA,0,NA
1,3,2,4,12,Cd,1,NA,4,INTRA,Tu,0,1,1,0,NA,0,NA
1,3,2,3,13,N,1,NA,10,INTRA,Tu,0,0,2,0,NA,2,NA
1,3,2,4,14,N,1,NA,10,INTRA,Tu,1,7,0,0,NA,2,NA
1,3,2,3,15,Cd,1,NA,10,INTRA,Tu,7,1,0,0,NA,0,NA
1,3,2,4,16,Cd,1,NA,10,INTRA,Tu,2,2,0,0,NA,0,NA
1,3,1,3,1,N,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,3,1,4,2,N,5,NA,1,INTRA,Te,0,0,0,0,9,NA,NA
1,3,1,3,3,Cd,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,3,1,4,4,Cd,5,NA,1,INTRA,Te,0,0,0,0,5,NA,NA
1,3,1,3,5,N,5,NA,2,INTRA,Te,0,0,0,0,29,NA,NA
1,3,1,4,6,N,5,NA,2,INTRA,Te,1,0,1,0,14,NA,NA
1,3,1,3,7,Cd,5,NA,2,INTRA,Te,1,0,0,0,5,NA,NA
1,3,1,4,8,Cd,5,NA,2,INTRA,Te,1,0,0,0,3,NA,NA
1,3,1,3,9,N,5,NA,4,INTRA,Te,0,0,1,0,4,NA,NA
1,3,1,4,10,N,5,NA,4,INTRA,Te,2,0,0,0,26,NA,NA
1,3,1,3,11,Cd,5,NA,4,INTRA,Te,1,0,0,0,0,NA,NA
1,3,1,4,12,Cd,5,NA,4,INTRA,Te,1,2,0,0,1,NA,NA
1,3,1,3,13,N,5,NA,10,INTRA,Te,0,0,0,0,4,NA,NA
1,3,1,4,14,N,5,NA,10,INTRA,Te,2,0,1,0,5,NA,NA
1,3,1,3,15,Cd,5,NA,10,INTRA,Te,6,0,0,0,2,NA,NA
1,3,1,4,16,Cd,5,NA,10,INTRA,Te,3,0,0,0,4,NA,NA
1,3,2,3,1,N,5,NA,1,INTRA,Te,0,0,0,0,14,NA,NA
1,3,2,4,2,N,5,NA,1,INTRA,Te,1,0,0,0,6,NA,NA
1,3,2,3,3,Cd,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
1,3,2,4,4,Cd,5,NA,1,INTRA,Te,0,0,0,0,1,NA,NA
1,3,2,3,5,N,5,NA,2,INTRA,Te,1,0,0,0,12,NA,NA
1,3,2,4,6,N,5,NA,2,INTRA,Te,1,0,0,0,14,NA,NA
1,3,2,3,7,Cd,5,NA,2,INTRA,Te,0,0,0,0,2,NA,NA
1,3,2,4,8,Cd,5,NA,2,INTRA,Te,3,0,0,0,0,NA,NA
1,3,2,3,9,N,5,NA,4,INTRA,Te,0,0,0,0,14,NA,NA
1,3,2,4,10,N,5,NA,4,INTRA,Te,2,0,0,0,32,NA,NA
1,3,2,3,11,Cd,5,NA,4,INTRA,Te,2,0,0,0,0,NA,NA
1,3,2,4,12,Cd,5,NA,4,INTRA,Te,0,0,1,0,9,NA,NA
1,3,2,3,13,N,5,NA,10,INTRA,Te,1,0,0,0,1,NA,NA
1,3,2,4,14,N,5,NA,10,INTRA,Te,0,0,0,0,34,NA,NA
1,3,2,3,15,Cd,5,NA,10,INTRA,Te,0,0,0,0,2,NA,NA
1,3,2,4,16,Cd,5,NA,10,INTRA,Te,2,0,0,0,3,NA,NA
3,5,1,3,1,N,1,4,2,INTER,Tu,0,0,0,0,13,6,NA
3,5,1,4,2,N,1,4,2,INTER,Tu,0,1,0,0,11,0,NA
3,5,1,3,3,Cd,1,4,2,INTER,Tu,0,0,0,0,1,1,NA
3,5,1,4,4,Cd,1,4,2,INTER,Tu,0,1,0,1,1,0,NA
3,5,1,3,5,N,1,4,4,INTER,Tu,0,0,0,2,29,5,NA
3,5,1,4,6,N,1,4,4,INTER,Tu,0,0,0,1,30,9,NA
3,5,1,3,7,Cd,1,4,4,INTER,Tu,0,1,0,0,3,0,NA
3,5,1,4,8,Cd,1,4,4,INTER,Tu,0,1,0,0,5,0,NA
3,5,1,3,9,N,1,4,10,INTER,Tu,1,0,0,1,6,0,half of 
3,5,1,4,10,N,1,4,10,INTER,Tu,0,1,0,1,38,5,NA
3,5,1,3,11,Cd,1,4,10,INTER,Tu,0,0,0,5,2,0,NA
3,5,1,4,12,Cd,1,4,10,INTER,Tu,0,1,0,1,28,0,NA
3,5,2,3,1,N,1,4,2,INTER,Tu,0,0,0,0,13,4,NA
3,5,2,4,2,N,1,4,2,INTER,Tu,0,0,0,0,12,4,NA
3,5,2,3,3,Cd,1,4,2,INTER,Tu,0,0,0,0,1,0,NA
3,5,2,4,4,Cd,1,4,2,INTER,Tu,0,0,0,0,0,0,NA
3,5,2,3,5,N,1,4,4,INTER,Tu,0,1,0,0,44,0,NA
3,5,2,4,6,N,1,4,4,INTER,Tu,0,1,0,1,17,0,NA
3,5,2,3,7,Cd,1,4,4,INTER,Tu,0,1,0,0,3,0,NA
3,5,2,4,8,Cd,1,4,4,INTER,Tu,0,1,0,0,4,0,NA
3,5,2,3,9,N,1,4,10,INTER,Tu,0,1,0,1,14,2,NA
3,5,2,4,10,N,1,4,10,INTER,Tu,0,0,0,2,14,0,NA
3,5,2,3,11,Cd,1,4,10,INTER,Tu,0,1,0,1,5,0,NA
3,5,2,4,12,Cd,1,4,10,INTER,Tu,0,1,0,2,8,0,NA
3,5,1,3,1,N,4,1,2,INTER,Te,0,0,0,0,0,0,NA
3,5,1,4,2,N,4,1,2,INTER,Te,0,0,0,0,11,0,NA
3,5,1,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,5,1,NA
3,5,1,4,4,Cd,4,1,2,INTER,Te,NA,NA,NA,NA,NA,NA,plus 1 Tu
3,5,1,3,5,N,4,1,4,INTER,Te,0,0,0,0,0,0,NA
3,5,1,4,6,N,4,1,4,INTER,Te,0,0,0,2,4,0,NA
3,5,1,3,7,Cd,4,1,4,INTER,Te,0,0,0,1,1,0,NA
3,5,1,4,8,Cd,4,1,4,INTER,Te,0,0,0,1,0,0,NA
3,5,1,3,9,N,4,1,10,INTER,Te,1,0,0,1,0,0,NA
3,5,1,4,10,N,4,1,10,INTER,Te,0,0,0,4,9,7,NA
3,5,1,3,11,Cd,4,1,10,INTER,Te,1,0,0,4,2,1,NA
3,5,1,4,12,Cd,4,1,10,INTER,Te,0,0,0,5,1,0,NA
3,5,2,3,1,N,4,1,2,INTER,Te,0,0,0,1,3,3,plus 1 male
3,5,2,4,2,N,4,1,2,INTER,Te,0,0,0,0,10,3,NA
3,5,2,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,4,1,NA
3,5,2,4,4,Cd,4,1,2,INTER,Te,NA,NA,NA,NA,NA,NA,plus 1 Tu
3,5,2,3,5,N,4,1,4,INTER,Te,0,0,0,0,0,8,NA
3,5,2,4,6,N,4,1,4,INTER,Te,0,0,0,1,0,7,NA
3,5,2,3,7,Cd,4,1,4,INTER,Te,1,0,0,1,0,0,NA
3,5,2,4,8,Cd,4,1,4,INTER,Te,0,0,0,1,6,3,NA
3,5,2,3,9,N,4,1,10,INTER,Te,0,0,0,2,1,4,plus 1 male
3,5,2,4,10,N,4,1,10,INTER,Te,0,0,0,6,0,12,NA
3,5,2,3,11,Cd,4,1,10,INTER,Te,0,0,0,7,0,0,NA
3,5,2,4,12,Cd,4,1,10,INTER,Te,0,0,1,3,3,6,NA
3,5,1,3,1,N,2,NA,1,INTRA,Tu,0,1,0,0,NA,1,NA
3,5,1,4,2,N,2,NA,1,INTRA,Tu,0,0,0,0,NA,5,NA
3,5,1,3,3,Cd,2,NA,1,INTRA,Tu,0,1,0,0,NA,0,NA
3,5,1,4,4,Cd,2,NA,1,INTRA,Tu,0,1,0,0,NA,0,NA
3,5,1,3,5,N,2,NA,2,INTRA,Tu,0,1,0,0,NA,1,NA
3,5,1,4,6,N,2,NA,2,INTRA,Tu,0,0,0,0,NA,4,NA
3,5,1,3,7,Cd,2,NA,2,INTRA,Tu,0,2,0,0,NA,0,NA
3,5,1,4,8,Cd,2,NA,2,INTRA,Tu,0,2,0,0,NA,0,NA
3,5,1,3,9,N,2,NA,4,INTRA,Tu,0,2,0,0,NA,15,NA
3,5,1,4,10,N,2,NA,4,INTRA,Tu,0,1,0,0,NA,8,NA
3,5,1,3,11,Cd,2,NA,4,INTRA,Tu,1,1,0,0,NA,0,NA
3,5,1,4,12,Cd,2,NA,4,INTRA,Tu,0,1,0,0,NA,2,NA
3,5,1,3,13,N,2,NA,10,INTRA,Tu,0,3,0,0,NA,2,NA
3,5,1,4,14,N,2,NA,10,INTRA,Tu,0,2,0,0,NA,21,NA
3,5,1,3,15,Cd,2,NA,10,INTRA,Tu,0,2,0,0,NA,1,NA
3,5,1,4,16,Cd,2,NA,10,INTRA,Tu,0,2,0,0,NA,0,NA
3,5,2,3,1,N,2,NA,1,INTRA,Tu,0,0,0,0,NA,3,NA
3,5,2,4,2,N,2,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
3,5,2,3,3,Cd,2,NA,1,INTRA,Tu,0,0,0,0,NA,1,NA
3,5,2,4,4,Cd,2,NA,1,INTRA,Tu,1,0,0,0,NA,2,NA
3,5,2,3,5,N,2,NA,2,INTRA,Tu,1,0,0,0,NA,2,NA
3,5,2,4,6,N,2,NA,2,INTRA,Tu,0,1,0,0,NA,5,NA
3,5,2,3,7,Cd,2,NA,2,INTRA,Tu,0,2,0,0,NA,0,NA
3,5,2,4,8,Cd,2,NA,2,INTRA,Tu,0,0,0,0,NA,0,NA
3,5,2,3,9,N,2,NA,4,INTRA,Tu,0,1,0,0,NA,9,NA
3,5,2,4,10,N,2,NA,4,INTRA,Tu,0,0,0,0,NA,10,NA
3,5,2,3,11,Cd,2,NA,4,INTRA,Tu,1,1,1,0,NA,1,NA
3,5,2,4,12,Cd,2,NA,4,INTRA,Tu,0,2,0,0,NA,2,NA
3,5,2,3,13,N,2,NA,10,INTRA,Tu,0,4,0,0,NA,4,NA
3,5,2,4,14,N,2,NA,10,INTRA,Tu,0,4,0,0,NA,1,NA
3,5,2,3,15,Cd,2,NA,10,INTRA,Tu,0,7,0,0,NA,0,NA
3,5,2,4,16,Cd,2,NA,10,INTRA,Tu,0,0,0,0,NA,2,NA
3,5,1,3,1,N,2,4,2,INTER,Tu,0,0,0,0,5,2,NA
3,5,1,4,2,N,2,4,2,INTER,Tu,0,0,0,0,0,1,NA
3,5,1,3,3,Cd,2,4,2,INTER,Tu,0,0,0,1,0,2,1 comp. missing
3,5,1,4,4,Cd,2,4,2,INTER,Tu,0,0,0,1,0,1,NA
3,5,1,3,5,N,2,4,4,INTER,Tu,1,0,0,0,7,1,NA
3,5,1,4,6,N,2,4,4,INTER,Tu,1,0,0,0,6,2,NA
3,5,1,3,7,Cd,2,4,4,INTER,Tu,0,1,0,0,1,0,NA
3,5,1,4,8,Cd,2,4,4,INTER,Tu,0,0,0,0,1,1,NA
3,5,1,3,9,N,2,4,10,INTER,Tu,0,0,0,2,3,1,NA
3,5,1,4,10,N,2,4,10,INTER,Tu,0,0,0,2,11,0,NA
3,5,1,3,11,Cd,2,4,10,INTER,Tu,0,1,0,5,0,0,1 male
3,5,1,4,12,Cd,2,4,10,INTER,Tu,0,1,0,2,3,2,NA
3,5,2,3,1,N,2,4,2,INTER,Tu,0,0,0,1,5,0,NA
3,5,2,4,2,N,2,4,2,INTER,Tu,0,0,0,0,6,3,NA
3,5,2,3,3,Cd,2,4,2,INTER,Tu,0,0,0,0,1,0,NA
3,5,2,4,4,Cd,2,4,2,INTER,Tu,0,1,0,0,1,0,NA
3,5,2,3,5,N,2,4,4,INTER,Tu,0,0,0,0,13,6,NA
3,5,2,4,6,N,2,4,4,INTER,Tu,0,0,0,0,18,6,NA
3,5,2,3,7,Cd,2,4,4,INTER,Tu,0,0,0,0,11,0,NA
3,5,2,4,8,Cd,2,4,4,INTER,Tu,0,1,0,0,8,0,NA
3,5,2,3,9,N,2,4,10,INTER,Tu,0,0,0,0,3,0,NA
3,5,2,4,10,N,2,4,10,INTER,Tu,0,0,0,1,41,0,NA
3,5,2,3,11,Cd,2,4,10,INTER,Tu,0,0,0,4,3,0,1 male
3,5,2,4,12,Cd,2,4,10,INTER,Tu,1,0,0,2,7,0,NA
3,5,1,3,1,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
3,5,1,4,2,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,3,NA
3,5,1,3,3,Cd,1,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
3,5,1,4,4,Cd,1,NA,1,INTRA,Tu,0,0,0,0,NA,0,NA
3,5,1,3,5,N,1,NA,2,INTRA,Tu,0,0,0,0,NA,2,NA
3,5,1,4,6,N,1,NA,2,INTRA,Tu,0,0,0,0,NA,0,NA
