Block,Rep,Box,Leaf,Disk,Env,FocalSR,CompSR,Dens,Type,Focalfemale,FocalDead,FocalDrowned,FocalMissing,NumbDeadComp,NumberOfEggs,NumberOfEggsBelow,TeMales,TeFemales,TeQuiescentfemales,TuMales,TuFemales,TuQuiescentfemales,Observations
1,3,2,3,9,N,5,NA,4,INTRA,Te,0,0,0,0,52,0,0,14,5,NA,NA,NA,NA
1,3,2,4,10,N,5,NA,4,INTRA,Te,2,0,0,0,107,0,5,32,8,NA,NA,NA,NA
1,3,2,3,11,Cd,5,NA,4,INTRA,Te,2,0,0,0,4,0,0,0,0,NA,NA,NA,NA
1,3,2,4,12,Cd,5,NA,4,INTRA,Te,0,0,1,0,26,0,3,9,0,NA,NA,NA,NA
1,3,2,3,13,N,5,NA,10,INTRA,Te,1,0,0,0,58,0,1,1,2,NA,NA,NA,NA
1,3,2,4,14,N,5,NA,10,INTRA,Te,0,0,0,0,94,0,8,34,6,NA,NA,NA,NA
1,3,2,3,15,Cd,5,NA,10,INTRA,Te,0,0,0,0,12,0,3,2,4,NA,NA,NA,NA
1,3,2,4,16,Cd,5,NA,10,INTRA,Te,2,0,0,0,19,0,1,3,4,NA,NA,NA,NA
3,5,1,3,1,N,1,4,2,INTER,Tu,0,0,0,0,36,0,1,13,0,4,6,2,NA
3,5,1,4,2,N,1,4,2,INTER,Tu,0,1,0,0,24,0,4,11,0,1,0,0,NA
3,5,1,3,3,Cd,1,4,2,INTER,Tu,0,0,0,0,8,0,0,1,1,0,1,0,NA
3,5,1,4,4,Cd,1,4,2,INTER,Tu,0,1,0,1,2,0,0,1,0,0,0,0,NA
3,5,1,3,5,N,1,4,4,INTER,Tu,0,0,0,2,56,0,4,29,0,1,5,2,NA
3,5,1,4,6,N,1,4,4,INTER,Tu,0,0,0,1,62,0,4,30,1,3,9,3,NA
3,5,1,3,7,Cd,1,4,4,INTER,Tu,0,1,0,0,8,0,2,3,0,0,0,0,NA
3,5,1,4,8,Cd,1,4,4,INTER,Tu,0,1,0,0,13,0,2,5,1,0,0,0,NA
3,5,1,3,9,N,1,4,10,INTER,Tu,1,0,0,1,76,0,4,6,0,0,0,0,half of 
3,5,1,4,10,N,1,4,10,INTER,Tu,0,1,0,1,132,0,7,38,2,1,5,0,NA
3,5,1,3,11,Cd,1,4,10,INTER,Tu,0,0,0,5,4,0,0,2,0,0,0,0,NA
3,5,1,4,12,Cd,1,4,10,INTER,Tu,0,1,0,1,55,0,11,28,3,0,0,0,NA
3,5,2,3,1,N,1,4,2,INTER,Tu,0,0,0,0,36,0,2,13,2,0,4,2,NA
3,5,2,4,2,N,1,4,2,INTER,Tu,0,0,0,0,41,0,2,12,0,4,4,2,NA
3,5,2,3,3,Cd,1,4,2,INTER,Tu,0,0,0,0,2,0,0,1,0,0,0,0,NA
3,5,2,4,4,Cd,1,4,2,INTER,Tu,0,0,0,0,3,0,0,0,0,0,0,0,NA
3,5,2,3,5,N,1,4,4,INTER,Tu,0,1,0,0,19,0,2,44,6,0,0,0,NA
3,5,2,4,6,N,1,4,4,INTER,Tu,0,1,0,1,59,0,7,17,22,1,0,0,NA
3,5,2,3,7,Cd,1,4,4,INTER,Tu,0,1,0,0,5,0,0,3,0,0,0,0,NA
3,5,2,4,8,Cd,1,4,4,INTER,Tu,0,1,0,0,31,0,3,4,2,0,0,0,NA
3,5,2,3,9,N,1,4,10,INTER,Tu,0,1,0,1,124,0,7,14,24,0,2,0,NA
3,5,2,4,10,N,1,4,10,INTER,Tu,0,0,0,2,175,0,5,14,22,0,0,0,NA
3,5,2,3,11,Cd,1,4,10,INTER,Tu,0,1,0,1,22,0,1,5,7,0,0,0,NA
3,5,2,4,12,Cd,1,4,10,INTER,Tu,0,1,0,2,27,0,0,8,1,0,0,1,NA
3,5,1,3,1,N,4,1,2,INTER,Te,0,0,0,0,18,0,0,0,0,0,0,0,NA
3,5,1,4,2,N,4,1,2,INTER,Te,0,0,0,0,46,0,1,11,0,4,0,0,NA
3,5,1,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,8,0,0,5,0,1,1,0,NA
3,5,1,4,4,Cd,4,1,2,INTER,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plus 1 Tu
3,5,1,3,5,N,4,1,4,INTER,Te,0,0,0,0,31,0,0,0,1,0,0,0,NA
3,5,1,4,6,N,4,1,4,INTER,Te,0,0,0,2,51,4,2,4,2,1,0,3,NA
3,5,1,3,7,Cd,4,1,4,INTER,Te,0,0,0,1,3,0,0,1,0,0,0,0,NA
3,5,1,4,8,Cd,4,1,4,INTER,Te,0,0,0,1,7,0,0,0,0,0,0,0,NA
3,5,1,3,9,N,4,1,10,INTER,Te,1,0,0,1,80,0,0,0,0,1,0,2,NA
3,5,1,4,10,N,4,1,10,INTER,Te,0,0,0,4,156,0,3,9,2,6,7,4,NA
3,5,1,3,11,Cd,4,1,10,INTER,Te,1,0,0,4,25,0,0,2,0,0,1,0,NA
3,5,1,4,12,Cd,4,1,10,INTER,Te,0,0,0,5,39,0,0,1,0,1,0,1,NA
3,5,2,3,1,N,4,1,2,INTER,Te,0,0,0,1,19,0,1,3,1,0,3,2,plus 1 male
3,5,2,4,2,N,4,1,2,INTER,Te,0,0,0,0,36,0,1,10,4,6,3,3,NA
3,5,2,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,17,0,0,4,5,0,1,1,NA
3,5,2,4,4,Cd,4,1,2,INTER,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plus 1 Tu
3,5,2,3,5,N,4,1,4,INTER,Te,0,0,0,0,35,0,0,0,0,2,8,3,NA
3,5,2,4,6,N,4,1,4,INTER,Te,0,0,0,1,69,0,3,0,2,3,7,5,NA
3,5,2,3,7,Cd,4,1,4,INTER,Te,1,0,0,1,19,0,1,0,0,1,0,1,NA
3,5,2,4,8,Cd,4,1,4,INTER,Te,0,0,0,1,28,0,1,6,1,2,3,1,NA
3,5,2,3,9,N,4,1,10,INTER,Te,0,0,0,2,135,0,3,1,3,3,4,1,plus 1 male
3,5,2,4,10,N,4,1,10,INTER,Te,0,0,0,6,90,0,0,0,0,3,12,6,NA
3,5,2,3,11,Cd,4,1,10,INTER,Te,0,0,0,7,16,0,1,0,1,0,0,0,NA
3,5,2,4,12,Cd,4,1,10,INTER,Te,0,0,1,3,35,0,1,3,2,1,6,1,NA
3,5,1,3,1,N,2,NA,1,INTRA,Tu,0,1,0,0,9,0,NA,NA,NA,0,1,0,NA
3,5,1,4,2,N,2,NA,1,INTRA,Tu,0,0,0,0,15,0,NA,NA,NA,3,5,3,NA
3,5,1,3,3,Cd,2,NA,1,INTRA,Tu,0,1,0,0,2,0,NA,NA,NA,0,0,0,NA
3,5,1,4,4,Cd,2,NA,1,INTRA,Tu,0,1,0,0,5,0,NA,NA,NA,0,0,0,NA
3,5,1,3,5,N,2,NA,2,INTRA,Tu,0,1,0,0,19,0,NA,NA,NA,4,1,0,NA
3,5,1,4,6,N,2,NA,2,INTRA,Tu,0,0,0,0,47,0,NA,NA,NA,11,4,2,NA
3,5,1,3,7,Cd,2,NA,2,INTRA,Tu,0,2,0,0,1,0,NA,NA,NA,0,0,0,NA
3,5,1,4,8,Cd,2,NA,2,INTRA,Tu,0,2,0,0,8,0,NA,NA,NA,0,0,1,NA
3,5,1,3,9,N,2,NA,4,INTRA,Tu,0,2,0,0,28,0,NA,NA,NA,6,15,1,NA
3,5,1,4,10,N,2,NA,4,INTRA,Tu,0,1,0,0,48,0,NA,NA,NA,7,8,5,NA
3,5,1,3,11,Cd,2,NA,4,INTRA,Tu,1,1,0,0,3,0,NA,NA,NA,0,0,0,NA
3,5,1,4,12,Cd,2,NA,4,INTRA,Tu,0,1,0,0,17,0,NA,NA,NA,3,2,1,NA
3,5,1,3,13,N,2,NA,10,INTRA,Tu,0,3,0,0,40,0,NA,NA,NA,2,2,2,NA
3,5,1,4,14,N,2,NA,10,INTRA,Tu,0,2,0,0,90,0,NA,NA,NA,9,21,7,NA
3,5,1,3,15,Cd,2,NA,10,INTRA,Tu,0,2,0,0,21,0,NA,NA,NA,1,1,0,NA
3,5,1,4,16,Cd,2,NA,10,INTRA,Tu,0,2,0,0,23,0,NA,NA,NA,0,0,0,NA
3,5,2,3,1,N,2,NA,1,INTRA,Tu,0,0,0,0,13,0,NA,NA,NA,1,3,2,NA
3,5,2,4,2,N,2,NA,1,INTRA,Tu,1,0,0,0,7,0,NA,NA,NA,6,0,0,NA
3,5,2,3,3,Cd,2,NA,1,INTRA,Tu,0,0,0,0,7,0,NA,NA,NA,0,1,0,NA
3,5,2,4,4,Cd,2,NA,1,INTRA,Tu,1,0,0,0,4,0,NA,NA,NA,0,2,0,NA
3,5,2,3,5,N,2,NA,2,INTRA,Tu,1,0,0,0,19,0,NA,NA,NA,4,2,1,NA
3,5,2,4,6,N,2,NA,2,INTRA,Tu,0,1,0,0,26,0,NA,NA,NA,4,5,2,NA
3,5,2,3,7,Cd,2,NA,2,INTRA,Tu,0,2,0,0,4,0,NA,NA,NA,1,0,0,NA
3,5,2,4,8,Cd,2,NA,2,INTRA,Tu,0,0,0,0,10,0,NA,NA,NA,1,0,0,NA
3,5,2,3,9,N,2,NA,4,INTRA,Tu,0,1,0,0,54,0,NA,NA,NA,8,9,9,NA
3,5,2,4,10,N,2,NA,4,INTRA,Tu,0,0,0,0,73,0,NA,NA,NA,9,10,6,NA
3,5,2,3,11,Cd,2,NA,4,INTRA,Tu,1,1,1,0,5,0,NA,NA,NA,0,1,0,NA
3,5,2,4,12,Cd,2,NA,4,INTRA,Tu,0,2,0,0,12,0,NA,NA,NA,3,2,0,NA
3,5,2,3,13,N,2,NA,10,INTRA,Tu,0,4,0,0,87,0,NA,NA,NA,4,4,3,NA
3,5,2,4,14,N,2,NA,10,INTRA,Tu,0,4,0,0,45,0,NA,NA,NA,3,1,5,NA
3,5,2,3,15,Cd,2,NA,10,INTRA,Tu,0,7,0,0,9,0,NA,NA,NA,0,0,1,NA
3,5,2,4,16,Cd,2,NA,10,INTRA,Tu,0,0,0,0,10,0,NA,NA,NA,0,2,0,NA
3,5,1,3,1,N,2,4,2,INTER,Tu,0,0,0,0,27,0,0,5,1,1,2,1,NA
3,5,1,4,2,N,2,4,2,INTER,Tu,0,0,0,0,15,0,0,0,0,4,1,1,NA
3,5,1,3,3,Cd,2,4,2,INTER,Tu,0,0,0,1,7,0,0,0,0,0,2,0,1 comp. missing
3,5,1,4,4,Cd,2,4,2,INTER,Tu,0,0,0,1,7,0,0,0,0,0,1,0,NA
3,5,1,3,5,N,2,4,4,INTER,Tu,1,0,0,0,54,0,3,7,4,3,1,0,NA
3,5,1,4,6,N,2,4,4,INTER,Tu,1,0,0,0,39,0,7,6,7,0,2,3,NA
3,5,1,3,7,Cd,2,4,4,INTER,Tu,0,1,0,0,8,0,0,1,1,0,0,0,NA
3,5,1,4,8,Cd,2,4,4,INTER,Tu,0,0,0,0,4,0,0,1,0,0,1,0,NA
3,5,1,3,9,N,2,4,10,INTER,Tu,0,0,0,2,15,0,4,3,1,0,1,0,NA
3,5,1,4,10,N,2,4,10,INTER,Tu,0,0,0,2,93,0,4,11,8,0,0,5,NA
3,5,1,3,11,Cd,2,4,10,INTER,Tu,0,1,0,5,9,0,0,0,1,0,0,0,1 male
3,5,1,4,12,Cd,2,4,10,INTER,Tu,0,1,0,2,45,0,2,3,1,2,2,2,NA
3,5,2,3,1,N,2,4,2,INTER,Tu,0,0,0,1,33,0,2,5,2,1,0,7,NA
3,5,2,4,2,N,2,4,2,INTER,Tu,0,0,0,0,29,0,1,6,0,0,3,1,NA
3,5,2,3,3,Cd,2,4,2,INTER,Tu,0,0,0,0,6,0,1,1,0,0,0,0,NA
3,5,2,4,4,Cd,2,4,2,INTER,Tu,0,1,0,0,2,0,0,1,0,0,0,0,NA
3,5,2,3,5,N,2,4,4,INTER,Tu,0,0,0,0,37,0,2,13,0,3,6,1,NA
3,5,2,4,6,N,2,4,4,INTER,Tu,0,0,0,0,50,0,8,18,0,3,6,1,NA
3,5,2,3,7,Cd,2,4,4,INTER,Tu,0,0,0,0,13,0,1,11,0,1,0,1,NA
3,5,2,4,8,Cd,2,4,4,INTER,Tu,0,1,0,0,12,0,1,8,0,0,0,0,NA
3,5,2,3,9,N,2,4,10,INTER,Tu,0,0,0,0,37,0,0,3,2,0,0,0,NA
3,5,2,4,10,N,2,4,10,INTER,Tu,0,0,0,1,49,0,3,41,1,1,0,1,NA
3,5,2,3,11,Cd,2,4,10,INTER,Tu,0,0,0,4,14,0,3,3,0,0,0,1,1 male
3,5,2,4,12,Cd,2,4,10,INTER,Tu,1,0,0,2,23,0,1,7,2,0,0,0,NA
3,5,1,3,1,N,1,NA,1,INTRA,Tu,0,0,0,0,3,0,NA,NA,NA,0,0,0,NA
3,5,1,4,2,N,1,NA,1,INTRA,Tu,0,0,0,0,17,0,NA,NA,NA,5,3,1,NA
3,5,1,3,3,Cd,1,NA,1,INTRA,Tu,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA
3,5,1,4,4,Cd,1,NA,1,INTRA,Tu,0,0,0,0,8,1,NA,NA,NA,0,0,0,NA
3,5,1,3,5,N,1,NA,2,INTRA,Tu,0,0,0,0,36,0,NA,NA,NA,2,2,6,NA
3,5,1,4,6,N,1,NA,2,INTRA,Tu,0,0,0,0,15,1,NA,NA,NA,6,0,2,NA
3,5,1,3,7,Cd,1,NA,2,INTRA,Tu,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA
3,5,1,4,8,Cd,1,NA,2,INTRA,Tu,0,2,0,0,7,0,NA,NA,NA,0,0,0,NA
3,5,1,3,9,N,1,NA,4,INTRA,Tu,0,1,1,0,34,0,NA,NA,NA,5,16,1,plus 1 male
3,5,1,4,10,N,1,NA,4,INTRA,Tu,0,1,0,0,54,0,NA,NA,NA,9,18,3,NA
3,5,1,3,11,Cd,1,NA,4,INTRA,Tu,0,1,0,0,27,0,NA,NA,NA,3,5,2,NA
3,5,1,4,12,Cd,1,NA,4,INTRA,Tu,1,2,0,0,24,0,NA,NA,NA,2,1,1,NA
3,5,1,3,13,N,1,NA,10,INTRA,Tu,1,5,0,0,84,0,NA,NA,NA,3,8,0,NA
3,5,1,4,14,N,1,NA,10,INTRA,Tu,1,3,0,0,102,2,NA,NA,NA,6,8,9,NA
3,5,1,3,15,Cd,1,NA,10,INTRA,Tu,4,5,0,0,13,0,NA,NA,NA,0,0,0,NA
3,5,1,4,16,Cd,1,NA,10,INTRA,Tu,4,2,0,0,32,0,NA,NA,NA,0,1,0,NA
3,5,2,3,1,N,1,NA,1,INTRA,Tu,0,0,0,0,7,0,NA,NA,NA,1,5,0,NA
3,5,2,4,2,N,1,NA,1,INTRA,Tu,0,1,0,0,14,0,NA,NA,NA,1,6,0,NA
3,5,2,3,3,Cd,1,NA,1,INTRA,Tu,0,0,1,0,0,0,NA,NA,NA,1,2,0,NA
3,5,2,4,4,Cd,1,NA,1,INTRA,Tu,0,0,0,0,0,0,NA,NA,NA,0,2,0,NA
3,5,2,3,5,N,1,NA,2,INTRA,Tu,1,1,0,0,25,0,NA,NA,NA,7,14,3,NA
3,5,2,4,6,N,1,NA,2,INTRA,Tu,0,0,0,0,19,0,NA,NA,NA,5,24,1,NA
3,5,2,3,7,Cd,1,NA,2,INTRA,Tu,1,0,0,0,2,0,NA,NA,NA,0,1,1,NA
3,5,2,4,8,Cd,1,NA,2,INTRA,Tu,2,0,0,0,4,0,NA,NA,NA,1,8,0,NA
3,5,2,3,9,N,1,NA,4,INTRA,Tu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plus 1 female
3,5,2,4,10,N,1,NA,4,INTRA,Tu,0,3,0,0,65,0,NA,NA,NA,8,36,3,NA
3,5,2,3,11,Cd,1,NA,4,INTRA,Tu,1,3,0,0,7,0,NA,NA,NA,0,1,0,NA
3,5,2,4,12,Cd,1,NA,4,INTRA,Tu,0,2,0,0,7,0,NA,NA,NA,4,7,0,NA
3,5,2,3,13,N,1,NA,10,INTRA,Tu,0,0,0,0,112,0,NA,NA,NA,18,19,10,NA
3,5,2,4,14,N,1,NA,10,INTRA,Tu,5,0,0,0,77,0,NA,NA,NA,15,67,16,NA
3,5,2,3,15,Cd,1,NA,10,INTRA,Tu,3,2,0,0,13,0,NA,NA,NA,0,0,0,NA
3,5,2,4,16,Cd,1,NA,10,INTRA,Tu,3,2,0,0,21,0,NA,NA,NA,5,4,0,NA
3,5,1,3,1,N,5,NA,1,INTRA,Te,0,0,0,0,17,0,1,8,2,NA,NA,NA,NA
3,5,1,4,2,N,5,NA,1,INTRA,Te,0,0,0,0,13,0,1,9,0,NA,NA,NA,NA
3,5,1,3,3,Cd,5,NA,1,INTRA,Te,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3,5,1,4,4,Cd,5,NA,1,INTRA,Te,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3,5,1,3,5,N,5,NA,2,INTRA,Te,0,0,0,0,33,0,6,17,2,NA,NA,NA,NA
3,5,1,4,6,N,5,NA,2,INTRA,Te,0,0,0,0,48,0,0,24,0,NA,NA,NA,NA
3,5,1,3,7,Cd,5,NA,2,INTRA,Te,0,0,0,0,18,0,2,11,0,NA,NA,NA,NA
3,5,1,4,8,Cd,5,NA,2,INTRA,Te,0,0,0,0,25,0,3,17,0,NA,NA,NA,NA
3,5,1,3,9,N,5,NA,4,INTRA,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 females
3,5,1,4,10,N,5,NA,4,INTRA,Te,0,0,0,0,51,0,10,19,10,NA,NA,NA,NA
3,5,1,3,11,Cd,5,NA,4,INTRA,Te,0,0,0,0,24,0,3,9,11,NA,NA,NA,NA
3,5,1,4,12,Cd,5,NA,4,INTRA,Te,0,0,0,0,9,0,3,6,0,NA,NA,NA,NA
3,5,1,3,13,N,5,NA,10,INTRA,Te,0,0,0,0,27,0,3,9,2,NA,NA,NA,NA
3,5,1,4,14,N,5,NA,10,INTRA,Te,0,1,0,0,9,0,4,6,0,NA,NA,NA,NA
3,5,1,3,15,Cd,5,NA,10,INTRA,Te,0,2,0,0,7,0,0,0,2,NA,NA,NA,plus a
3,5,1,4,16,Cd,5,NA,10,INTRA,Te,0,0,0,0,3,0,0,2,0,NA,NA,NA,NA
3,5,2,3,1,N,5,NA,1,INTRA,Te,1,0,0,0,6,0,1,5,0,NA,NA,NA,NA
3,5,2,4,2,N,5,NA,1,INTRA,Te,0,0,0,0,9,0,0,4,0,NA,NA,NA,NA
3,5,2,3,3,Cd,5,NA,1,INTRA,Te,0,0,0,0,2,0,1,2,1,NA,NA,NA,NA
3,5,2,4,4,Cd,5,NA,1,INTRA,Te,0,1,0,0,2,0,0,2,0,NA,NA,NA,NA
3,5,2,3,5,N,5,NA,2,INTRA,Te,0,0,0,0,28,0,9,14,0,NA,NA,NA,NA
3,5,2,4,6,N,5,NA,2,INTRA,Te,0,0,0,0,34,0,5,27,0,NA,NA,NA,NA
3,5,2,3,7,Cd,5,NA,2,INTRA,Te,0,0,0,0,2,0,1,0,1,NA,NA,NA,NA
3,5,2,4,8,Cd,5,NA,2,INTRA,Te,0,0,0,0,9,0,1,8,0,NA,NA,NA,NA
3,5,2,3,9,N,5,NA,4,INTRA,Te,1,0,0,0,39,0,3,14,3,NA,NA,NA,NA
3,5,2,4,10,N,5,NA,4,INTRA,Te,0,1,0,0,46,0,4,20,4,NA,NA,NA,NA
3,5,2,3,11,Cd,5,NA,4,INTRA,Te,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA
3,5,2,4,12,Cd,5,NA,4,INTRA,Te,0,1,0,0,12,0,5,7,0,NA,NA,NA,NA
3,5,2,3,13,N,5,NA,10,INTRA,Te,0,1,0,0,69,0,18,22,4,NA,NA,NA,NA
3,5,2,4,14,N,5,NA,10,INTRA,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eggs below! 11 Te females
3,5,2,3,15,Cd,5,NA,10,INTRA,Te,5,0,0,0,1,0,0,0,0,NA,NA,NA,NA
3,5,2,4,16,Cd,5,NA,10,INTRA,Te,4,0,0,0,5,4,7,3,0,NA,NA,NA,egss below
3,5,1,3,1,N,2,5,2,INTER,Tu,0,0,0,0,14,0,1,3,0,4,1,5,NA
3,5,1,4,2,N,2,5,2,INTER,Tu,1,0,0,0,7,0,2,2,0,0,0,0,NA
3,5,1,3,3,Cd,2,5,2,INTER,Tu,0,0,0,0,8,0,0,0,0,0,0,0,NA
3,5,1,4,4,Cd,2,5,2,INTER,Tu,0,0,1,0,2,0,0,0,0,0,1,0,NA
3,5,1,3,5,N,2,5,4,INTER,Tu,0,0,0,1,47,0,4,15,4,0,3,0,NA
3,5,1,4,6,N,2,5,4,INTER,Tu,0,0,0,0,33,0,9,11,3,0,1,1,NA
3,5,1,3,7,Cd,2,5,4,INTER,Tu,0,0,0,0,2,0,1,0,0,0,0,0,NA
3,5,1,4,8,Cd,2,5,4,INTER,Tu,0,1,0,0,26,0,4,15,0,0,0,0,NA
3,5,1,3,9,N,2,5,10,INTER,Tu,0,0,0,0,23,0,7,5,2,0,0,0,NA
3,5,1,4,10,N,2,5,10,INTER,Tu,0,0,0,0,38,0,5,12,3,2,4,0,NA
3,5,1,3,11,Cd,2,5,10,INTER,Tu,0,0,0,0,2,0,2,0,0,0,0,0,NA
3,5,1,4,12,Cd,2,5,10,INTER,Tu,0,1,0,0,8,0,2,2,0,0,0,0,NA
3,5,2,3,1,N,2,5,2,INTER,Tu,0,0,0,0,16,0,0,2,1,2,0,0,NA
3,5,2,4,2,N,2,5,2,INTER,Tu,0,0,0,0,42,0,2,15,1,3,12,1,NA
3,5,2,3,3,Cd,2,5,2,INTER,Tu,0,0,0,0,12,0,2,0,0,0,1,0,NA
3,5,2,4,4,Cd,2,5,2,INTER,Tu,1,0,0,0,0,0,2,5,0,0,0,0,NA
3,5,2,3,5,N,2,5,4,INTER,Tu,0,0,0,0,63,0,5,41,2,0,6,0,NA
3,5,2,4,6,N,2,5,4,INTER,Tu,0,0,0,0,69,0,7,40,1,4,5,1,NA
3,5,2,3,7,Cd,2,5,4,INTER,Tu,0,0,0,0,16,0,2,9,0,0,0,1,NA
3,5,2,4,8,Cd,2,5,4,INTER,Tu,0,0,0,0,57,0,5,13,5,2,2,0,NA
3,5,2,3,9,N,2,5,10,INTER,Tu,1,0,0,0,103,0,5,12,0,0,3,0,NA
3,5,2,4,10,N,2,5,10,INTER,Tu,0,0,0,1,135,0,4,30,6,5,3,1,NA
3,5,2,3,11,Cd,2,5,10,INTER,Tu,0,1,0,0,72,0,12,28,0,0,0,0,NA
3,5,2,4,12,Cd,2,5,10,INTER,Tu,0,1,0,3,28,0,7,21,5,0,1,2,NA
3,5,1,3,1,N,4,2,2,INTER,Te,0,0,0,1,22,0,2,7,0,3,2,0,NA
3,5,1,4,2,N,4,2,2,INTER,Te,0,0,0,0,31,0,4,5,0,1,0,2,NA
3,5,1,3,3,Cd,4,2,2,INTER,Te,0,0,0,1,2,0,0,1,0,0,0,0,NA
3,5,1,4,4,Cd,4,2,2,INTER,Te,0,0,0,1,5,0,0,0,0,0,0,1,NA
3,5,1,3,5,N,4,2,4,INTER,Te,0,0,0,2,48,0,2,9,0,6,12,0,NA
3,5,1,4,6,N,4,2,4,INTER,Te,0,0,0,0,31,0,2,3,0,9,4,6,NA
3,5,1,3,7,Cd,4,2,4,INTER,Te,0,0,0,0,15,0,2,2,1,0,0,0,NA
3,5,1,4,8,Cd,4,2,4,INTER,Te,0,0,0,0,27,0,0,2,0,4,3,2,NA
3,5,1,3,9,N,4,2,10,INTER,Te,0,0,0,4,89,0,0,2,0,5,15,2,NA
3,5,1,4,10,N,4,2,10,INTER,Te,0,0,0,3,159,0,0,2,0,8,6,9,NA
3,5,1,3,11,Cd,4,2,10,INTER,Te,0,0,0,6,19,0,0,0,0,0,0,5,NA
3,5,1,4,12,Cd,4,2,10,INTER,Te,0,0,0,4,16,0,0,0,0,2,5,1,NA
3,5,2,3,1,N,4,2,2,INTER,Te,0,0,0,0,27,0,1,4,1,0,0,0,NA
3,5,2,4,2,N,4,2,2,INTER,Te,0,0,0,1,25,0,2,2,0,1,0,0,NA
3,5,2,3,3,Cd,4,2,2,INTER,Te,0,0,0,0,4,0,0,1,0,0,1,0,NA
3,5,2,4,4,Cd,4,2,2,INTER,Te,0,0,0,0,5,0,0,2,0,0,0,0,NA
3,5,2,3,5,N,4,2,4,INTER,Te,0,0,0,1,44,0,3,7,2,7,1,1,NA
3,5,2,4,6,N,4,2,4,INTER,Te,0,0,0,2,41,0,1,10,0,5,8,2,NA
3,5,2,3,7,Cd,4,2,4,INTER,Te,0,0,0,0,5,0,0,2,0,0,1,0,NA
3,5,2,4,8,Cd,4,2,4,INTER,Te,0,0,0,1,28,0,2,7,0,3,7,1,NA
3,5,2,3,9,N,4,2,10,INTER,Te,0,0,0,5,60,0,0,0,0,2,2,0,NA
3,5,2,4,10,N,4,2,10,INTER,Te,0,1,0,0,61,0,0,1,1,10,6,4,NA
3,5,2,3,11,Cd,4,2,10,INTER,Te,0,0,0,1,20,0,0,0,0,0,0,0,NA
3,5,2,4,12,Cd,4,2,10,INTER,Te,0,0,0,4,49,0,0,0,2,0,0,1,NA
3,5,1,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,20,0,3,9,2,NA,NA,NA,NA
3,5,1,4,2,N,4,NA,1,INTRA,Te,1,0,0,0,24,0,9,14,0,NA,NA,NA,NA
3,5,1,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,3,0,1,1,0,NA,NA,NA,NA
3,5,1,4,4,Cd,4,NA,1,INTRA,Te,1,0,0,0,4,0,2,2,0,NA,NA,NA,NA
3,5,1,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,37,0,8,17,2,NA,NA,NA,NA
3,5,1,4,6,N,4,NA,2,INTRA,Te,1,0,0,0,29,0,3,21,0,NA,NA,NA,NA
3,5,1,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA
3,5,1,4,8,Cd,4,NA,2,INTRA,Te,0,0,0,0,3,0,0,2,0,NA,NA,NA,NA
3,5,1,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,52,0,7,18,5,NA,NA,NA,NA
3,5,1,4,10,N,4,NA,4,INTRA,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In relation with the column focaldead: 3 females + 1 male
3,5,1,3,11,Cd,4,NA,4,INTRA,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In relation with the column focaldead: + 1 female
3,5,1,4,12,Cd,4,NA,4,INTRA,Te,2,0,0,0,6,0,0,2,0,NA,NA,NA,NA
3,5,1,3,13,N,4,NA,10,INTRA,Te,0,1,0,0,47,0,3,9,9,NA,NA,NA,NA
3,5,1,4,14,N,4,NA,10,INTRA,Te,1,0,0,0,30,0,5,12,3,NA,NA,NA,NA
3,5,1,3,15,Cd,4,NA,10,INTRA,Te,0,1,0,0,7,0,0,1,2,NA,NA,NA,NA
3,5,1,4,16,Cd,4,NA,10,INTRA,Te,1,0,0,0,8,0,1,2,2,NA,NA,NA,NA
3,5,2,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,5,0,1,5,0,NA,NA,NA,NA
3,5,2,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA
3,5,2,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,7,0,1,5,0,NA,NA,NA,NA
3,5,2,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA
