"","species","lambda","lower_error","upper error","sigma","likelihood"
"1",1,-0.00113503776255606,0.933637143972821,1.20990370957446,0.207941800680352,2.60868188069987
"2",1,-0.00113503776255606,0.933637143972821,1.20990370957446,0.207941800680352,7.24535809487025
"3",2,0.706127764510482,NA,NA,282.012443959417,73.3857928544162
"4",2,0.706127764510482,NA,NA,282.012443959417,75.5835864972161
"5",4,0.0302787243950366,1.25038824190476,3.08749892066112,0.683283863840556,28.8300905640111
"6",4,0.0302787243950366,1.25038824190476,3.08749892066112,0.683283863840556,26.1514790177123
"7",5,0.022200169122804,1.03179763205122,2.42794246946778,0.65108099097879,21.4736294697651
"8",5,0.022200169122804,1.03179763205122,2.42794246946778,0.65108099097879,21.1984919108841
