"","species","lambda","lower_error","upper error","sigma","likelihood"
"1",1,0.722431070315901,NA,NA,237.595793671358,73.8833103619524
"2",1,0.722431070315901,NA,NA,237.595793671358,75.4526844935799
"3",4,-0.0218137746344545,0.922170633347712,1.47027560059681,0.369630247715386,30.6513694737683
"4",5,0.047227983883836,1.11354271313844,2.81907107623156,0.699716023082079,27.9008150346806
