"","intra","inter1","inter2"
"1",0.121004581257829,0.12098734342748,0.11220057500127
"2",0.0508646266069723,0.0467594858395608,0.0326298216091237
"4",0.465211704445153,0.523193202743316,0.436688778598773
"5",0.579705220532818,0.53005226784372,0.518272859750161
