"","species","lambda","lower_error","upper error","sigma","likelihood"
"1",1,0.0915622453148837,2.0116236273566,4.18598172251735,0.566045679439419,32.2192549309926
"2",1,0.0915622453148837,2.0116236273566,4.18598172251735,0.566045679439419,29.5001089776056
"3",2,0.00968804310070552,1.16679031873738,3.95349275515087,0.878093529494725,31.6952548733738
"4",2,0.00968804310070552,1.16679031873738,3.95349275515087,0.878093529494725,32.9768552198769
"5",4,0.376230227128107,NA,NA,205.74643498271,50.6560140033337
"6",4,0.376230227128107,NA,NA,205.74643498271,48.9907611782244
"7",5,0.46000143166875,NA,NA,87.0630979676673,51.5146340350485
"8",5,0.46000143166875,NA,NA,87.0630979676673,52.3647059027114
