"","intra","inter1","inter2"
"1",0.0450932612336017,0.0670015147388662,0.0757116743663289
"2",-0.0285087562001236,-0.0388672756307078,-0.0423537446357676
"4",0.0488442721475184,0.0529269821617771,0.0249519639225455
"5",0.0393005517347306,0.0465184279296949,0.0386576657340964
