"","species","lambda","lower_error","upper error","sigma","likelihood"
"1",1,0.0794911239424731,1.42168328032456,4.30368233649065,0.812146950138551,34.9867379999949
"2",1,0.0794911239424731,1.42168328032456,4.30368233649065,0.812146950138551,28.3124459109014
"3",2,0.0731436340071938,2.07716554105932,4.32742810152545,0.566872620604065,32.0414955773133
"4",2,0.0731436340071938,2.07716554105932,4.32742810152545,0.566872620604065,29.7403907365917
"5",4,0.430810074890364,NA,NA,53.0458882130571,61.472839668169
"6",4,0.430810074890364,NA,NA,53.0458882130571,56.7468687179111
"7",5,0.0856511208533,1.95058347081113,10.2715291588521,1.04208450544947,40.6512182244605
"8",5,0.0856511208533,1.95058347081113,10.2715291588521,1.04208450544947,37.9458336641206
