"","species","lambda","lower_error","upper error","sigma","convergence_code"
"1",1,0.116998160345883,2.73367681534108,4.86168724563359,0.451962018944326,0
"2",1,0.116998160345883,2.73367681534108,4.86168724563359,0.451962018944326,0
"3",4,-0.0257341187956625,0.897857155075843,7.77007136886698,1.21099710464478,0
"4",5,0.0866956471285318,1.96399939992608,9.90001145744847,1.0795642972691,0
