"","species","lambda","lower_error","upper error","sigma","convergence_code"
"1",1,0.0081555565514689,0.906336301952591,1.58504628998092,0.439536721693367,0
"2",1,0.0081555565514689,0.906336301952591,1.58504628998092,0.439536721693367,0
"3",2,0.0448766021478604,1.49640670018658,2.55180244754198,0.420583825936228,0
"4",2,0.0448766021478604,1.49640670018658,2.55180244754198,0.420583825936228,0
"5",4,0.0415040482623963,1.17235789933384,2.60270095094838,0.611413109926798,0
"6",4,0.0415040482623963,1.17235789933384,2.60270095094838,0.611413109926798,0
"7",5,0.0132420574388847,1.06908061614764,2.55223979683555,0.660725471598562,0
"8",5,0.0132420574388847,1.06908061614764,2.55223979683555,0.660725471598562,0
