"","intra","inter1","inter2"
"1",0.013724127736069,0.000190583882079556,0.00268362682019585
"2",0.93613784876685,0.903328627938791,0.90325884121994
"4",0.0676192186600586,0.112204374618119,0.0233193482821731
"5",0.0546564426635162,0.0889149097096978,0.0240939998495901
