"","intra","inter1","inter2"
"1",0.0383947751716688,0.0364675027294885,-0.0081094514373609
"2",0.0691943488508874,0.103962854870892,0.0896089291715477
"4",0.0708581238376065,0.0473383717834172,0.0601460043913905
"5",0.0523411487671615,0.0162030595624008,0.000267234906567354
