"","intra","inter1","inter2"
"1",-0.022083662068731,0.00498504974108636,-0.0714731294896416
"2",0.0205588554448317,0.033001054353316,0.0179907096268335
"4",0.0121499726871744,-0.0383521057686767,-0.0258640974315813
"5",-0.0258570338894058,-0.0700173546710707,-0.0783113450935979
