"","species","lambda","lower_error","upper error","sigma","likelihood"
"1",1,0.0450932612336017,1.36653236951323,3.19151839168338,0.645988038078203,25.0716074912908
"2",1,0.0450932612336017,1.36653236951323,3.19151839168338,0.645988038078203,21.7431097212139
"3",2,-0.0285087562001236,0.959646069720869,1.71063945520873,0.453756185162775,31.2569589061434
"4",2,-0.0285087562001236,0.959646069720869,1.71063945520873,0.453756185162775,29.2482965586707
"5",4,0.0488442721475184,1.58869739211538,7.61112119427532,1.05617434901594,37.8888414448425
"6",4,0.0488442721475184,1.58869739211538,7.61112119427532,1.05617434901594,38.0387146521148
"7",5,0.0393005517347306,1.92846272590337,6.26435703439071,0.853865140404302,32.4681572824474
"8",5,0.0393005517347306,1.92846272590337,6.26435703439071,0.853865140404302,37.0435812347239
